,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2001-02,22,HOU,NBA,SG,40,403,81%,18%,1%,,,-18.3,-14.2,18,18,13,3,12,0,157,2,12
2002-03,23,CLE,NBA,PG,15,168,100%,,,,,+4.5,+15.6,16,4,4,1,8,0,87,4,8
2003-04,24,NOH,NBA,PG,3,17,100%,,,,,-70.8,-70.7,1,5,0,1,1,0,4,0,0
2004-05,25,LAL,NBA,PG,76,1066,86%,14%,,,,-4.4,-1.1,35,21,20,6,32,0,382,7,31
Career,,,NBA,,134,1654,86%,14%,,,,-7.6,-3.3,70,48,37,11,53,0,630,13,51
,,,,,,,,,,,,,,,,,,,,,,
1 season,,LAL,NBA,,76,1066,86%,14%,,,,-4.4,-1.1,35,21,20,6,32,0,382,7,31
1 season,,HOU,NBA,,40,403,81%,18%,1%,,,-18.3,-14.2,18,18,13,3,12,0,157,2,12
1 season,,CLE,NBA,,15,168,100%,,,,,+4.5,+15.6,16,4,4,1,8,0,87,4,8
1 season,,NOH,NBA,,3,17,100%,,,,,-70.8,-70.7,1,5,0,1,1,0,4,0,0
