,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,27,PHO,NBA,SG,82,2288,7%,83%,10%,,,+2.1,-0.7,50,33,61,10,83,0,342,18,62
2001-02,28,TOT,NBA,SG,63,1447,38%,62%,,,,+4.1,+4.1,31,20,37,6,38,0,306,6,22
2001-02,28,PHO,NBA,SG,41,877,38%,62%,,,,+3.0,+5.0,23,13,19,4,26,0,179,6,16
2001-02,28,BOS,NBA,SG,22,570,39%,61%,,,,+5.6,+3.9,8,7,18,2,12,0,127,0,6
2002-03,29,BOS,NBA,PG,67,1873,99%,1%,,,,-1.3,-1.9,32,23,58,6,25,0,344,4,13
2003-04,30,DAL,NBA,SG,33,509,39%,61%,,,,-4.5,-10.7,12,2,25,1,23,0,59,4,13
2004-05,31,ATL,NBA,SG,56,1340,42%,58%,,,,-8.5,+3.2,25,20,55,5,53,0,220,8,25
2005-06,32,TOT,NBA,PG-SG,24,385,61%,39%,,,,-2.3,-3.7,10,6,10,3,12,0,74,3,5
2005-06,32,ATL,NBA,SG,1,7,100%,,,,,+6.3,+11.6,0,0,0,0,1,0,0,0,0
2005-06,32,DET,NBA,PG,23,378,60%,40%,,,,-2.5,-11.7,10,6,10,3,11,0,74,3,5
Career,,,NBA,,325,7842,45%,51%,3%,,,-0.8,-0.2,160,104,246,31,234,0,1345,43,140
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,PHO,NBA,,123,3165,15%,77%,7%,,,+2.4,+0.9,73,46,80,14,109,0,521,24,78
2 seasons,,BOS,NBA,,89,2443,85%,15%,,,,+0.3,-0.6,40,30,76,8,37,0,471,4,19
2 seasons,,ATL,NBA,,57,1347,43%,57%,,,,-8.5,+3.3,25,20,55,5,54,0,220,8,25
1 season,,DAL,NBA,,33,509,39%,61%,,,,-4.5,-10.7,12,2,25,1,23,0,59,4,13
1 season,,DET,NBA,,23,378,60%,40%,,,,-2.5,-11.7,10,6,10,3,11,0,74,3,5
