Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1982-83,23,ATL,NBA,SF,3,NA,109,7.7,19.1,0.405,0.5,0.5,1,7.3,18.7,0.39,5.5,6.4,0.857,3.6,3.2,6.8,0.5,0.9,0.5,4.6,4.1,21.4,NA,89,105
1983-84,24,ATL,NBA,SF,5,NA,197,9.1,21.9,0.417,0,0.3,0,9.1,21.7,0.422,6.8,8.1,0.839,5.5,5.2,10.7,2.9,3.1,0.3,3.9,3.4,25.1,NA,101,108
1985-86,26,ATL,NBA,SF,9,9,360,12.6,29.1,0.433,0.1,0.7,0.2,12.5,28.4,0.439,9.1,10.6,0.861,2.7,4.6,7.2,3.4,1.2,0.3,4,3.2,34.4,NA,104,114
1986-87,27,ATL,NBA,SF,9,9,360,12.5,30.6,0.41,0.4,1.5,0.3,12.1,29.1,0.415,9.6,10.8,0.892,3.9,6.3,10.2,3.6,2.3,1.2,3.8,3.6,35.1,NA,106,107
1987-88,28,ATL,NBA,SF,12,12,473,14.8,32.4,0.457,0.4,1.9,0.222,14.4,30.5,0.472,10.4,13.5,0.768,4,4.3,8.3,3.7,1.7,0.6,3.2,2.6,40.4,NA,111,115
1988-89,29,ATL,NBA,SF,5,5,212,13.6,30.3,0.448,1.3,4.4,0.294,12.3,25.8,0.475,7,9.9,0.711,2.6,4.4,7,4.4,1,2.1,3.1,1.3,35.5,NA,109,116
1990-91,31,ATL,NBA,SF,5,5,195,9.4,25.2,0.372,0.5,4,0.133,8.8,21.2,0.418,8.6,9.4,0.914,1.6,7,8.6,3.5,2.4,1.3,2.9,2.1,27.8,NA,102,111
1992-93,33,ATL,NBA,SF,3,3,113,14.9,35,0.427,1.4,5.6,0.25,13.5,29.4,0.46,10.7,14,0.767,5.6,1.9,7.5,4.2,1.4,0.5,4.7,3.7,41.9,NA,108,125
1994-95,35,BOS,NBA,SF,4,4,150,9.5,22.4,0.426,2.9,6.2,0.471,6.6,16.2,0.409,5.9,6.6,0.889,6.2,9.5,15.8,2.9,0.7,1.1,3.3,2.6,27.9,NA,116,111
1998-99,39,ORL,NBA,SF,1,0,3,18.3,36.7,0.5,0,0,NA,18.3,36.7,0.5,0,0,NA,0,0,0,0,0,0,0,0,36.7,NA,104,117
Career,NA,,NBA,,56,47,2172,12.2,28.5,0.429,0.6,2.3,0.281,11.6,26.3,0.442,8.7,10.6,0.824,3.8,5.2,8.9,3.4,1.7,0.8,3.6,2.9,33.8,NA,106,112
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,ATL,NBA,,51,43,2019,12.4,29,0.429,0.5,2,0.241,11.9,26.9,0.443,8.9,10.8,0.822,3.6,4.9,8.4,3.4,1.8,0.8,3.7,3,34.2,NA,106,112
1 season,NA,BOS,NBA,,4,4,150,9.5,22.4,0.426,2.9,6.2,0.471,6.6,16.2,0.409,5.9,6.6,0.889,6.2,9.5,15.8,2.9,0.7,1.1,3.3,2.6,27.9,NA,116,111
1 season,NA,ORL,NBA,,1,0,3,18.3,36.7,0.5,0,0,NA,18.3,36.7,0.5,0,0,NA,0,0,0,0,0,0,0,0,36.7,NA,104,117
