,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1964-65,22,PHI,NBA,,7,18,,,,,6,7,,,9,,,,,6,17
1967-68,25,DNR,ABA,,20,,2,,,,15,20,,,,,,,,,52
1968-69,26,DNR,ABA,,19,,3,,,,19,24,,,,,,,,,52
1969-70,27,DNR,ABA,,16,,4,,,,17,20,,,,,,,,,44
1970-71,28,FLO,ABA,,18,,4,,,,13,15,,,,,,,,,41
1971-72,29,FLO,ABA,,13,,2,,,,12,15,,,,,,,,,37
1972-73,30,TOT,ABA,,12,,3,,,,12,15,,,,,,,,,30
1972-73,30,UTS,ABA,,6,,1,,,,10,11,,,,,,,,,23
1972-73,30,DLC,ABA,,12,,3,,,,12,15,,,,,,,,,30
1973-74,31,PHI,NBA,,8,,,,,,11,11,,,,,,,,,22
Career,,,TOT,,20,,,,,,19,24,,,,,,,,,52
,,,NBA,,8,,,,,,11,11,,,,,,,,,22
,,,ABA,,20,,4,,,,19,24,,,,,,,,,52
,,,,,,,,,,,,,,,,,,,,,
3 Seasons,,DNR,ABA,,20,,4,,,,19,24,,,,,,,,,52
2 Seasons,,FLO,ABA,,18,,4,,,,13,15,,,,,,,,,41
2 Seasons,,PHI,NBA,,8,,,,,,11,11,,,,,,,,,22
1 Season,,DLC,ABA,,12,,3,,,,12,15,,,,,,,,,30
1 Season,,UTS,ABA,,6,,1,,,,10,11,,,,,,,,,23
