,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1947-48,27,BOS,BAA,,1,,1,3,,0,4,3
Career,,,,,1,,1,3,,0,4,3
