,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,22,WAS,NBA,SG,75,1158,,86%,14%,,,-8.6,-11.6,22,33,55,13,58,4,142,10,26
2008-09,23,WAS,NBA,SG,82,1837,2%,92%,7%,,,-4.9,+6.3,24,36,63,8,79,16,203,15,33
2009-10,24,WAS,NBA,SG,74,1421,,85%,14%,1%,,-3.0,+3.9,19,17,70,8,57,15,103,7,20
2010-11,25,WAS,NBA,SG,64,2034,1%,76%,23%,,,-8.0,+0.2,21,32,74,18,92,12,164,17,30
2011-12,26,TOT,NBA,SG,62,1729,,57%,42%,1%,,-7.5,-8.1,21,30,60,17,71,7,125,13,36
2011-12,26,WAS,NBA,SG,40,1211,,65%,35%,,,-10.6,-7.5,15,23,37,12,53,4,101,11,26
2011-12,26,LAC,NBA,SG,22,518,,39%,60%,1%,,+0.3,-3.1,6,7,23,5,18,3,24,2,10
2012-13,27,PHI,NBA,SG,59,1411,9%,65%,26%,1%,,-5.3,-2.6,14,23,39,7,59,12,188,12,18
2013-14,28,LAL,NBA,SG,64,1810,3%,40%,56%,1%,,-1.9,+7.7,38,36,68,10,122,10,217,34,35
2014-15,29,LAL,NBA,SG,42,1000,,29%,70%,1%,,-2.6,+6.0,12,19,32,6,54,4,89,15,15
2015-16,30,LAL,NBA,SG,54,1033,,26%,74%,,,-9.7,+0.8,10,13,20,3,27,1,78,2,10
2016-17,31,LAL,NBA,SG,60,1556,2%,70%,27%,1%,,-7.2,+0.1,11,14,71,4,37,17,136,11,11
2017-18,32,GSW,NBA,SG,80,1393,12%,71%,17%,,,+1.4,-7.6,18,8,37,5,27,8,86,7,9
2018-19,33,DEN,NBA,SG,4,37,,11%,75%,14%,,-6.6,-10.4,1,0,2,0,0,0,5,0,0
Career,,,NBA,,720,16419,3%,65%,32%,,,-5.2,-0.2,211,261,591,99,683,106,1536,143,243
,,,,,,,,,,,,,,,,,,,,,,
5 seasons,,WAS,NBA,,335,7661,1%,81%,18%,,,-6.8,-0.7,101,141,299,59,339,51,713,60,135
4 seasons,,LAL,NBA,,220,5399,2%,44%,54%,,,-5.0,+3.9,71,82,191,23,240,32,520,62,71
1 season,,GSW,NBA,,80,1393,12%,71%,17%,,,+1.4,-7.6,18,8,37,5,27,8,86,7,9
1 season,,PHI,NBA,,59,1411,9%,65%,26%,1%,,-5.3,-2.6,14,23,39,7,59,12,188,12,18
1 season,,LAC,NBA,,22,518,,39%,60%,1%,,+0.3,-3.1,6,7,23,5,18,3,24,2,10
1 season,,DEN,NBA,,4,37,,11%,75%,14%,,-6.6,-10.4,1,0,2,0,0,0,5,0,0
