Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1957-58,26,DET,NBA,SG,1,0,25:00,8,11,0.727,2,3,0.667,2,0,3,18
1958-59,27,DET,NBA,PG,1,1,31:00,6,11,0.545,1,2,0.5,4,3,4,13
1959-60,28,DET,NBA,PG,1,1,34:00,6,13,0.462,1,2,0.5,6,6,0,13
1960-61,29,DET,NBA,PG,1,1,23:00,6,10,0.6,3,4,0.75,3,6,1,15
1961-62,30,DET,NBA,PG,1,0,17:00,3,6,0.5,1,1,1,5,4,3,7
Career,NA,,NBA,,5,3,130,29,51,0.569,8,12,0.667,20,19,11,66
