Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,23,NYK,NBA,PG,3,NA,16.3,2.7,5.7,0.471,2,2.3,0.857,4,1.3,1.7,7.3
1956-57,25,FTW,NBA,PG,2,NA,39.5,7,13.5,0.519,2,2,1,3.5,4,1.5,16
1957-58,26,DET,NBA,SG,7,NA,40.1,6.4,17.6,0.366,5.7,6.1,0.93,6.6,4.7,2.1,18.6
1958-59,27,DET,NBA,PG,3,NA,39.3,9.3,20,0.467,9,11,0.818,4.7,3.3,2.3,27.7
1959-60,28,DET,NBA,PG,2,NA,44.5,7.5,19,0.395,9,10,0.9,6,3,2.5,24
1960-61,29,DET,NBA,PG,5,NA,37.2,7,14.4,0.486,4.6,5.8,0.793,2.4,4.4,2.2,18.6
1961-62,30,DET,NBA,PG,10,NA,36.9,6.2,15.1,0.411,3.7,4.8,0.771,3,4.9,2.9,16.1
Career,NA,,NBA,,32,NA,36.6,6.5,15.3,0.424,4.8,5.8,0.842,4.2,4.1,2.3,17.8
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"FTW,DET",NBA,,29,NA,38.7,6.9,16.2,0.423,5.1,6.1,0.842,4.2,4.4,2.4,18.9
1 season,NA,NYK,NBA,,3,NA,16.3,2.7,5.7,0.471,2,2.3,0.857,4,1.3,1.7,7.3
