Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1954-55,23,NYK,NBA,PG,3,NA,49,8,17,0.471,6,7,0.857,12,4,5,22
1956-57,25,FTW,NBA,PG,2,NA,79,14,27,0.519,4,4,1,7,8,3,32
1957-58,26,DET,NBA,SG,7,NA,281,45,123,0.366,40,43,0.93,46,33,15,130
1958-59,27,DET,NBA,PG,3,NA,118,28,60,0.467,27,33,0.818,14,10,7,83
1959-60,28,DET,NBA,PG,2,NA,89,15,38,0.395,18,20,0.9,12,6,5,48
1960-61,29,DET,NBA,PG,5,NA,186,35,72,0.486,23,29,0.793,12,22,11,93
1961-62,30,DET,NBA,PG,10,NA,369,62,151,0.411,37,48,0.771,30,49,29,161
Career,NA,,NBA,,32,NA,1171,207,488,0.424,155,184,0.842,133,132,75,569
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,"FTW,DET",NBA,,29,NA,1122,199,471,0.423,149,177,0.842,121,128,70,547
1 season,NA,NYK,NBA,,3,NA,49,8,17,0.471,6,7,0.857,12,4,5,22
