,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2007-08,20,DET,NBA,PF,8,43,,,,94%,6%,-24.6,-29.1,0,1,5,0,3,0,2,0,0
2008-09,21,DET,NBA,PF,3,13,,,,85%,15%,+39.1,+64.6,0,0,2,0,0,0,0,0,0
2013-14,26,TOR,NBA,PF,7,191,,,,67%,33%,-9.0,-16.9,1,6,8,3,6,2,17,2,3
2014-15,27,TOR,NBA,PF,4,112,,,3%,47%,50%,-17.3,-4.2,3,0,4,4,6,0,8,2,1
2015-16,28,BOS,NBA,PF,6,134,,,1%,67%,31%,-6.5,-1.0,0,8,7,1,4,0,9,1,4
2016-17,29,BOS,NBA,PF,14,142,,,,94%,6%,-19.4,-19.9,1,1,7,4,4,0,8,2,4
2017-18,30,PHI,NBA,C,8,94,,,,,100%,+6.8,+4.9,1,1,5,1,2,0,23,1,1
2018-19,31,PHI,NBA,C,4,20,,,,59%,41%,-39.3,-43.3,1,0,1,0,0,0,4,0,0
Career,,,NBA,,54,749,,,1%,62%,37%,-10.7,-10.0,7,17,39,13,25,2,71,8,13
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,BOS,NBA,,20,276,,,1%,81%,18%,-13.2,-10.8,1,9,14,5,8,0,17,3,8
2 seasons,,PHI,NBA,,12,114,,,,10%,90%,-1.3,-3.5,2,1,6,1,2,0,27,1,1
2 seasons,,DET,NBA,,11,56,,,,92%,8%,-9.8,-7.3,0,1,7,0,3,0,2,0,0
2 seasons,,TOR,NBA,,11,303,,,1%,60%,39%,-12.1,-12.2,4,6,12,7,12,2,25,4,4
