Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
2007-08,20,DET,NBA,PF,8,0,5.4,1.1,1.5,0.75,0,0.1,0,1.1,1.4,0.818,0.75,0.4,0.8,0.5,0.4,1.3,1.6,0.1,0,0.4,0.3,0.9,2.6
2008-09,21,DET,NBA,PF,3,0,4.3,0.3,0.3,1,0,0,NA,0.3,0.3,1,1,0,0,NA,0.3,0.7,1,0,0,0.3,0,1,0.7
2013-14,26,TOR,NBA,PF,7,7,27.3,4.9,7.4,0.654,0,0.3,0,4.9,7.1,0.68,0.654,1.3,1.7,0.75,2.3,3.7,6,1,0.4,0.6,1.7,4.1,11
2014-15,27,TOR,NBA,PF,4,2,28,5,7.3,0.69,0,0.3,0,5,7,0.714,0.69,1.5,3,0.5,1.8,5.3,7,1,0.3,0.8,1.8,4,11.5
2015-16,28,BOS,NBA,PF,6,6,22.3,3.7,5.5,0.667,0,0.3,0,3.7,5.2,0.71,0.667,1.2,1.5,0.778,1.8,5.3,7.2,0.7,0.2,1.3,1.7,2.2,8.5
2016-17,29,BOS,NBA,PF,14,9,10.1,1.1,2.1,0.5,0.1,0.2,0.333,1,1.9,0.519,0.517,0.4,0.6,0.625,1.2,0.9,2.1,0.2,0.3,0.4,0.4,1.7,2.6
2017-18,30,PHI,NBA,C,8,1,11.8,1.4,2.6,0.524,0,0,NA,1.4,2.6,0.524,0.524,0.5,0.6,0.8,1.8,1.1,2.9,1.1,0.3,0.1,0.4,1.3,3.3
2018-19,31,PHI,NBA,C,4,0,5,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0.8,0.5,1.3,0.5,0.3,0,0.3,0.8,2
Career,NA,,NBA,,54,25,13.9,2.1,3.4,0.637,0,0.2,0.111,2.1,3.2,0.665,0.64,0.6,1,0.654,1.3,2.1,3.5,0.6,0.2,0.5,0.8,1.9,4.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,BOS,NBA,,20,15,13.8,1.9,3.2,0.587,0.1,0.3,0.2,1.8,2.9,0.621,0.595,0.6,0.9,0.706,1.4,2.3,3.7,0.4,0.3,0.7,0.8,1.9,4.4
2 seasons,NA,PHI,NBA,,12,1,9.5,1.3,2.1,0.6,0,0,NA,1.3,2.1,0.6,0.6,0.3,0.4,0.8,1.4,0.9,2.3,0.9,0.3,0.1,0.3,1.1,2.8
2 seasons,NA,DET,NBA,,11,0,5.1,0.9,1.2,0.769,0,0.1,0,0.9,1.1,0.833,0.769,0.3,0.5,0.5,0.4,1.1,1.5,0.1,0,0.4,0.2,0.9,2.1
2 seasons,NA,TOR,NBA,,11,9,27.5,4.9,7.4,0.667,0,0.3,0,4.9,7.1,0.692,0.667,1.4,2.2,0.625,2.1,4.3,6.4,1,0.4,0.6,1.7,4.1,11.2
