,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,28,MIA,NBA,C,82,2771,,,,13%,87%,+3.3,+2.4,60,39,121,46,136,0,221,34,117
2001-02,29,MIA,NBA,PF,72,2256,,,,78%,22%,-1.7,+0.2,53,30,96,23,54,0,290,11,56
2002-03,30,MIA,NBA,C,82,2641,,,,23%,77%,-5.8,-0.5,63,29,140,21,86,0,225,22,57
2003-04,31,MIA,NBA,C,76,2303,,,,4%,96%,+0.7,+0.2,30,21,123,14,41,0,162,8,47
2004-05,32,LAL,NBA,C,69,1136,,,,6%,94%,-5.0,-2.1,16,8,98,16,35,0,79,7,20
2005-06,33,PHO,NBA,C,21,248,,,,7%,94%,-2.7,-9.2,1,1,27,4,3,2,18,2,3
Career,,,NBA,,402,11355,,,,26%,74%,-1.3,+0.1,223,128,605,124,355,2,995,84,300
,,,,,,,,,,,,,,,,,,,,,,
4 seasons,,MIA,NBA,,312,9971,,,,28%,72%,-0.9,+0.6,206,119,480,104,317,0,898,75,277
1 season,,LAL,NBA,,69,1136,,,,6%,94%,-5.0,-2.1,16,8,98,16,35,0,79,7,20
1 season,,PHO,NBA,,21,248,,,,7%,94%,-2.7,-9.2,1,1,27,4,3,2,18,2,3
