Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1948-49,24,FTW,BAA,NA,32,NA,NA,NA,NA,0.32,NA,NA,0.616,NA,NA,NA,NA
1949-50,25,TOT,NBA,NA,63,NA,NA,NA,NA,0.32,NA,NA,0.67,NA,NA,NA,NA
1949-50,25,FTW,NBA,NA,44,NA,NA,NA,NA,0.311,NA,NA,0.672,NA,NA,NA,NA
1949-50,25,TRI,NBA,NA,19,NA,NA,NA,NA,0.348,NA,NA,0.667,NA,NA,NA,NA
Career,NA,,TOT,NA,95,NA,NA,NA,NA,0.32,NA,NA,0.641,NA,NA,NA,NA
,NA,,NBA,NA,63,NA,NA,NA,NA,0.32,NA,NA,0.67,NA,NA,NA,NA
,NA,,BAA,NA,32,NA,NA,NA,NA,0.32,NA,NA,0.616,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,FTW,BAA,NA,76,NA,NA,NA,NA,0.316,NA,NA,0.637,NA,NA,NA,NA
1 season,NA,TRI,NBA,NA,19,NA,NA,NA,NA,0.348,NA,NA,0.667,NA,NA,NA,NA
