,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,23,TOT,BAA,,9,,6,,,,,18
1946-47,23,TRH,BAA,,8,,5,,,,,18
1946-47,23,CLR,BAA,,9,,6,,,,,18
1947-48,24,PRO,BAA,,12,,8,,,,,28
1948-49,25,TOT,BAA,,8,,8,12,,,,19
1948-49,25,PRO,BAA,,7,,8,12,,,,16
1948-49,25,BOS,BAA,,8,,7,12,,,,19
1949-50,26,TOT,NBA,,6,,6,10,,,,15
1949-50,26,BOS,NBA,,6,,6,10,,,,15
1949-50,26,TRI,NBA,,5,10,2,5,,1,1,12
1949-50,26,CHS,NBA,,4,,3,7,,,,10
Career,,,TOT,,12,,8,,,,,28
,,,NBA,,6,,6,10,,,,15
,,,BAA,,12,,8,,,,,28
,,,,,,,,,,,,
2 Seasons,,PRO,BAA,,12,,8,,,,,28
1 Season,,CLR,BAA,,9,,6,,,,,18
2 Seasons,,BOS,BAA,,8,,7,12,,,,19
1 Season,,CHS,NBA,,4,,3,7,,,,10
1 Season,,TRH,BAA,,8,,5,,,,,18
1 Season,,TRI,NBA,,5,10,2,5,,1,1,12
