Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1946-47,23,TOT,BAA,NA,61,NA,NA,NA,NA,0.293,NA,NA,0.467,NA,NA,NA,NA
1946-47,23,TRH,BAA,NA,13,NA,NA,NA,NA,0.338,NA,NA,0.393,NA,NA,NA,NA
1946-47,23,CLR,BAA,NA,48,NA,NA,NA,NA,0.281,NA,NA,0.497,NA,NA,NA,NA
1947-48,24,PRO,BAA,NA,45,NA,NA,NA,NA,0.297,NA,NA,0.54,NA,NA,NA,NA
1948-49,25,TOT,BAA,NA,60,NA,NA,NA,NA,0.326,NA,NA,0.581,NA,NA,NA,NA
1948-49,25,PRO,BAA,NA,33,NA,NA,NA,NA,0.315,NA,NA,0.55,NA,NA,NA,NA
1948-49,25,BOS,BAA,NA,27,NA,NA,NA,NA,0.341,NA,NA,0.615,NA,NA,NA,NA
1949-50,26,TOT,NBA,NA,55,NA,NA,NA,NA,0.306,NA,NA,0.566,NA,NA,NA,NA
1949-50,26,BOS,NBA,NA,18,NA,NA,NA,NA,0.3,NA,NA,0.61,NA,NA,NA,NA
1949-50,26,TRI,NBA,NA,1,NA,NA,NA,NA,0.5,NA,NA,0.4,NA,NA,NA,NA
1949-50,26,CHS,NBA,NA,36,NA,NA,NA,NA,0.296,NA,NA,0.514,NA,NA,NA,NA
Career,NA,,TOT,NA,221,NA,NA,NA,NA,0.305,NA,NA,0.538,NA,NA,NA,NA
,NA,,BAA,NA,166,NA,NA,NA,NA,0.305,NA,NA,0.535,NA,NA,NA,NA
,NA,,NBA,NA,55,NA,NA,NA,NA,0.306,NA,NA,0.566,NA,NA,NA,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,PRO,BAA,NA,78,NA,NA,NA,NA,0.304,NA,NA,0.544,NA,NA,NA,NA
1 season,NA,CLR,BAA,NA,48,NA,NA,NA,NA,0.281,NA,NA,0.497,NA,NA,NA,NA
2 seasons,NA,BOS,BAA,NA,45,NA,NA,NA,NA,0.328,NA,NA,0.613,NA,NA,NA,NA
1 season,NA,CHS,NBA,NA,36,NA,NA,NA,NA,0.296,NA,NA,0.514,NA,NA,NA,NA
1 season,NA,TRH,BAA,NA,13,NA,NA,NA,NA,0.338,NA,NA,0.393,NA,NA,NA,NA
1 season,NA,TRI,NBA,NA,1,NA,NA,NA,NA,0.5,NA,NA,0.4,NA,NA,NA,NA
