,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
2011-12,25,MEM,NBA,37:12,6,13,2,4,6,11,3,4,2,2,3,7,2,0,4,4,15,13.9
2012-13,26,TOT,NBA,38:52,11,19,4,8,8,14,6,8,2,5,5,8,2,1,5,5,28,19.4
2012-13,26,CLE,NBA,38:52,11,19,4,8,8,14,6,8,2,5,5,8,2,1,5,5,28,19.4
2012-13,26,PHI,NBA,30:33,5,12,2,3,3,9,3,4,1,4,4,6,1,0,3,5,14,10.1
2019-20,33,GSW,NBA,20:54,6,11,3,5,3,6,0,1,1,1,2,4,1,0,2,5,15,7.4
Career,,,,38:52,11,19,4,8,8,14,6,8,2,5,5,8,2,1,5,5,28,19.4
1 Season,,MEM,NBA,37:12,6,13,2,4,6,11,3,4,2,2,3,7,2,0,4,4,15,13.9
1 Season,,CLE,NBA,38:52,11,19,4,8,8,14,6,8,2,5,5,8,2,1,5,5,28,19.4
1 Season,,PHI,NBA,30:33,5,12,2,3,3,9,3,4,1,4,4,6,1,0,3,5,14,10.1
1 Season,,GSW,NBA,20:54,6,11,3,5,3,6,0,1,1,1,2,4,1,0,2,5,15,7.4
