,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2005-06,19,GONZAGA,33,,29,104,8,35,23,34,,71,67,29,3,,,89,.279,.229,.676,,2.7,2.2,2.0
2006-07,20,GONZAGA,34,,142,292,22,59,104,142,,146,156,48,3,,,410,.486,.373,.732,,12.1,4.3,4.6
2007-08,21,GONZAGA,33,,149,300,22,83,78,115,,121,199,47,9,111,,398,.497,.265,.678,,12.1,3.7,6.0
2008-09,22,GONZAGA,34,,138,288,23,64,49,70,,117,167,46,5,81,,348,.479,.359,.700,,10.2,3.4,4.9
Career,,,134,,458,984,75,241,254,361,,455,589,170,20,192,,1245,.465,.311,.704,,9.3,3.4,4.4
