Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,CIN,NBA,SG,4,NA,66,7.6,15.8,0.483,1.1,1.1,1,NA,NA,4.4,2.2,NA,NA,6,16.4
1969-70,26,MIL,NBA,SG,10,NA,377,5.9,13.8,0.431,2.4,3,0.806,NA,NA,3.4,2,NA,NA,2.1,14.2
1970-71,27,MIL,NBA,SG,14,NA,491,6.6,12.3,0.536,2.1,2.4,0.848,NA,NA,2.3,2.5,NA,NA,2.6,15.3
1971-72,28,MIL,NBA,SG,5,NA,103,5.2,12.2,0.429,1.7,2.1,0.833,NA,NA,1,2.1,NA,NA,3.8,12.2
1972-73,29,MIL,NBA,SG,6,NA,145,6.7,13.2,0.509,1.7,2,0.875,NA,NA,1.7,3.2,NA,NA,2.7,15.1
1973-74,30,MIL,NBA,SG,14,NA,333,5.9,12,0.495,0.9,1.2,0.727,0.1,1.6,1.7,4.8,0.6,0.1,3,12.8
1975-76,32,MIL,NBA,SG,2,NA,13,8.3,11.1,0.75,0,0,NA,2.8,0,2.8,2.8,2.8,0,5.5,16.6
Career,NA,,NBA,,55,NA,1528,6.3,12.8,0.489,1.8,2.1,0.824,0.2,1.6,2.4,2.9,0.7,0.1,2.9,14.3
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,MIL,NBA,,51,NA,1462,6.2,12.7,0.489,1.8,2.2,0.82,0.2,1.6,2.3,2.9,0.7,0.1,2.7,14.2
1 season,NA,CIN,NBA,,4,NA,66,7.6,15.8,0.483,1.1,1.1,1,NA,NA,4.4,2.2,NA,NA,6,16.4
