,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,CIN,NBA,,8,,4,5,,,,,,,,17
1966-67,23,CIN,NBA,,12,,6,7,,,,,,,,25
1967-68,24,SDR,NBA,,13,,11,12,,,,,,,,28
1968-69,25,MIL,NBA,,16,,11,13,,,,,,,,38
1969-70,26,MIL,NBA,,16,,7,9,,,,,,,,33
1970-71,27,MIL,NBA,,13,,7,8,,,,,,,,28
1971-72,28,MIL,NBA,,11,,5,7,,,,,,,,22
1972-73,29,MIL,NBA,,10,,4,4,,,,,,,,21
1973-74,30,MIL,NBA,,13,,5,5,,,,,,,,29
1974-75,31,MIL,NBA,,11,,5,5,,,,,,,,24
1975-76,32,MIL,NBA,,6,,4,4,,,,,,,,12
Career,,,,,16,,11,13,,,,,,,,38
8 Seasons,,MIL,NBA,,16,,11,13,,,,,,,,38
2 Seasons,,CIN,NBA,,12,,6,7,,,,,,,,25
1 Season,,SDR,NBA,,13,,11,12,,,,,,,,28
