Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,CIN,NBA,SG,4,NA,66,14,29,0.483,2,2,1,NA,NA,8,4,NA,NA,11,30
1969-70,26,MIL,NBA,SG,10,NA,377,62,144,0.431,25,31,0.806,NA,NA,36,21,NA,NA,22,149
1970-71,27,MIL,NBA,SG,14,NA,491,90,168,0.536,28,33,0.848,NA,NA,31,34,NA,NA,36,208
1971-72,28,MIL,NBA,SG,5,NA,103,15,35,0.429,5,6,0.833,NA,NA,3,6,NA,NA,11,35
1972-73,29,MIL,NBA,SG,6,NA,145,27,53,0.509,7,8,0.875,NA,NA,7,13,NA,NA,11,61
1973-74,30,MIL,NBA,SG,14,NA,333,55,111,0.495,8,11,0.727,1,15,16,44,6,1,28,118
1975-76,32,MIL,NBA,SG,2,NA,13,3,4,0.75,0,0,NA,1,0,1,1,1,0,2,6
Career,NA,,NBA,,55,NA,1528,266,544,0.489,75,91,0.824,2,15,102,123,7,1,121,607
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,MIL,NBA,,51,NA,1462,252,515,0.489,73,89,0.82,2,15,94,119,7,1,110,577
1 season,NA,CIN,NBA,,4,NA,66,14,29,0.483,2,2,1,NA,NA,8,4,NA,NA,11,30
