Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,CIN,NBA,SG,72,NA,11.8,2.1,5,0.421,0.9,1.1,0.785,NA,NA,1.8,1.2,NA,NA,1.1,5.1
1966-67,23,CIN,NBA,SF,60,NA,19.9,3.6,8.2,0.44,1.2,1.7,0.712,NA,NA,2.7,1.6,NA,NA,1.4,8.5
1967-68,24,SDR,NBA,SG,65,NA,28.9,4.9,11.6,0.417,2.4,2.8,0.867,NA,NA,3.1,2.7,NA,NA,1.8,12.1
1968-69,25,MIL,NBA,SG,80,NA,36.1,8.3,17,0.487,3.1,3.7,0.842,NA,NA,4.3,3.9,NA,NA,2.3,19.6
1969-70,26,MIL,NBA,SG,82,NA,36.2,7.8,14.7,0.53,2.1,2.4,0.854,NA,NA,3.1,3.7,NA,NA,2,17.6
1970-71,27,MIL,NBA,SG,82,NA,35.3,7,13.1,0.535,1.8,2,0.862,NA,NA,2.7,3.7,NA,NA,2.3,15.8
1971-72,28,MIL,NBA,SG,80,NA,27.7,4.7,9.2,0.51,1.4,1.6,0.865,NA,NA,2.3,2.9,NA,NA,1.8,10.7
1972-73,29,MIL,NBA,SG,80,NA,24.4,4.4,8.7,0.502,0.8,0.9,0.863,NA,NA,2,3,NA,NA,1.5,9.6
1973-74,30,MIL,NBA,SG,79,NA,24.2,4.2,8.8,0.475,0.9,1,0.9,0.4,1.3,1.8,3.1,0.5,0.1,1.6,9.2
1974-75,31,MIL,NBA,SG,79,NA,23.5,4.1,8.2,0.496,0.8,0.9,0.875,0.3,1.2,1.5,3.2,0.6,0.1,1.8,9
1975-76,32,MIL,NBA,SG,33,NA,10.2,1.9,4.5,0.426,0.3,0.3,0.9,0.1,0.4,0.5,1.2,0.2,0,0.5,4.1
Career,NA,,NBA,,792,NA,26.4,5.1,10.3,0.489,1.5,1.7,0.845,0.3,1.1,2.4,2.9,0.5,0.1,1.7,11.6
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,MIL,NBA,,595,NA,28.6,5.6,11,0.505,1.5,1.7,0.86,0.3,1.1,2.4,3.2,0.5,0.1,1.8,12.6
2 seasons,NA,CIN,NBA,,132,NA,15.5,2.8,6.5,0.432,1,1.4,0.743,NA,NA,2.3,1.4,NA,NA,1.2,6.6
1 season,NA,SDR,NBA,,65,NA,28.9,4.9,11.6,0.417,2.4,2.8,0.867,NA,NA,3.1,2.7,NA,NA,1.8,12.1
