Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1965-66,22,CIN,NBA,SG,72,852,12.1,0.463,0.218,NA,NA,NA,13.6,NA,NA,NA,0.3,0.5,0.9,0.049,NA,NA,NA,NA,NA
1966-67,23,CIN,NBA,SF,60,1194,11.4,0.471,0.211,NA,NA,NA,10.3,NA,NA,NA,0.5,0.6,1.1,0.043,NA,NA,NA,NA,NA
1967-68,24,SDR,NBA,SG,65,1876,11.4,0.471,0.238,NA,NA,NA,12.9,NA,NA,NA,0.6,1.2,1.8,0.047,NA,NA,NA,NA,NA
1968-69,25,MIL,NBA,SG,80,2888,16.7,0.528,0.215,NA,NA,NA,16.1,NA,NA,NA,6.3,1.7,7.9,0.132,NA,NA,NA,NA,NA
1969-70,26,MIL,NBA,SG,82,2966,14.8,0.559,0.164,NA,NA,NA,13.2,NA,NA,NA,6.2,2.1,8.2,0.133,NA,NA,NA,NA,NA
1970-71,27,MIL,NBA,SG,82,2891,14.2,0.563,0.156,NA,NA,3.7,13.1,NA,NA,NA,6.6,2.3,8.9,0.147,NA,NA,NA,NA,NA
1971-72,28,MIL,NBA,SG,80,2213,12.7,0.543,0.172,NA,NA,4,13.1,NA,NA,NA,3.6,2.2,5.8,0.126,NA,NA,NA,NA,NA
1972-73,29,MIL,NBA,SG,80,1951,13.5,0.523,0.104,NA,NA,3.9,15.7,NA,NA,NA,2.9,2.3,5.2,0.128,NA,NA,NA,NA,NA
1973-74,30,MIL,NBA,SG,79,1910,12,0.501,0.115,1.9,5.3,3.7,16.4,1,0.2,NA,2.2,1.6,3.8,0.095,NA,-0.8,-0.7,-1.4,0.3
1974-75,31,MIL,NBA,SG,79,1853,13.2,0.519,0.111,1.5,5.1,3.4,19.8,1.3,0.2,NA,2.5,0.9,3.4,0.087,NA,-0.4,-0.8,-1.2,0.4
1975-76,32,MIL,NBA,SG,33,336,10.9,0.443,0.068,1,4.2,2.6,16.5,1.1,0,NA,0.1,0.1,0.2,0.023,NA,-1.9,-1.6,-3.5,-0.1
Career,NA,,NBA,,792,20930,13.6,0.522,0.169,1.6,5.1,3.7,14.6,1.2,0.2,NA,31.7,15.4,47.1,0.108,NA,-0.7,-0.8,-1.5,0.5
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,MIL,NBA,,595,17008,14,0.535,0.155,1.6,5.1,3.7,15.1,1.2,0.2,NA,30.3,13.1,43.3,0.122,NA,-0.7,-0.8,-1.5,0.5
2 seasons,NA,CIN,NBA,,132,2046,11.7,0.468,0.214,NA,NA,NA,11.7,NA,NA,NA,0.8,1.1,1.9,0.046,NA,NA,NA,NA,NA
1 season,NA,SDR,NBA,,65,1876,11.4,0.471,0.238,NA,NA,NA,12.9,NA,NA,NA,0.6,1.2,1.8,0.047,NA,NA,NA,NA,NA
