Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,PTS
1965-66,22,CIN,NBA,SG,72,NA,852,153,363,0.421,62,79,0.785,NA,NA,133,88,NA,NA,77,368
1966-67,23,CIN,NBA,SF,60,NA,1194,217,493,0.44,74,104,0.712,NA,NA,164,93,NA,NA,84,508
1967-68,24,SDR,NBA,SG,65,NA,1876,316,757,0.417,156,180,0.867,NA,NA,199,178,NA,NA,117,788
1968-69,25,MIL,NBA,SG,80,NA,2888,662,1358,0.487,246,292,0.842,NA,NA,343,312,NA,NA,186,1570
1969-70,26,MIL,NBA,SG,82,NA,2966,639,1206,0.53,169,198,0.854,NA,NA,252,303,NA,NA,164,1447
1970-71,27,MIL,NBA,SG,82,NA,2891,574,1073,0.535,144,167,0.862,NA,NA,223,305,NA,NA,189,1292
1971-72,28,MIL,NBA,SG,80,NA,2213,374,733,0.51,109,126,0.865,NA,NA,181,231,NA,NA,146,857
1972-73,29,MIL,NBA,SG,80,NA,1951,351,699,0.502,63,73,0.863,NA,NA,158,236,NA,NA,119,765
1973-74,30,MIL,NBA,SG,79,NA,1910,329,693,0.475,72,80,0.9,33,106,139,241,43,7,128,730
1974-75,31,MIL,NBA,SG,79,NA,1853,323,651,0.496,63,72,0.875,25,94,119,255,51,6,142,709
1975-76,32,MIL,NBA,SG,33,NA,336,63,148,0.426,9,10,0.9,3,14,17,38,8,0,18,135
Career,NA,,NBA,,792,NA,20930,4001,8174,0.489,1167,1381,0.845,61,214,1928,2280,102,13,1370,9169
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,MIL,NBA,,595,NA,17008,3315,6561,0.505,875,1018,0.86,61,214,1432,1921,102,13,1092,7505
2 seasons,NA,CIN,NBA,,132,NA,2046,370,856,0.432,136,183,0.743,NA,NA,297,181,NA,NA,161,876
1 season,NA,SDR,NBA,,65,NA,1876,316,757,0.417,156,180,0.867,NA,NA,199,178,NA,NA,117,788
