Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
1965-66,22,CIN,NBA,SG,4,66,11.6,0.502,0.069,NA,NA,NA,10,NA,NA,NA,0.1,0,0.1,0.066,NA,NA,NA,NA,NA
1969-70,26,MIL,NBA,SG,10,377,9.7,0.473,0.215,NA,NA,NA,7.1,NA,NA,NA,0.1,0.1,0.2,0.026,NA,NA,NA,NA,NA
1970-71,27,MIL,NBA,SG,14,491,13.6,0.57,0.196,NA,NA,2.9,9.2,NA,NA,NA,1.3,0.5,1.8,0.174,NA,NA,NA,NA,NA
1971-72,28,MIL,NBA,SG,5,103,7.4,0.465,0.171,NA,NA,1.3,7.4,NA,NA,NA,0,0.1,0.1,0.054,NA,NA,NA,NA,NA
1972-73,29,MIL,NBA,SG,6,145,14.1,0.54,0.151,NA,NA,2.5,13.4,NA,NA,NA,0.3,0.1,0.4,0.147,NA,NA,NA,NA,NA
1973-74,30,MIL,NBA,SG,14,333,12.1,0.509,0.099,0.4,4.4,2.6,18.2,0.9,0.2,NA,0.3,0.2,0.6,0.083,NA,-0.2,-0.9,-1.1,0.1
1975-76,32,MIL,NBA,SG,2,13,18.5,0.75,0,11.4,0,4.7,11.8,3.5,0,NA,0,0,0,0.158,NA,2.1,3,5.1,0
Career,NA,,NBA,,55,1528,11.9,0.52,0.167,0.8,4.3,2.6,11,1,0.2,NA,2.2,1,3.2,0.102,NA,-0.1,-0.8,-0.8,0.1
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,MIL,NBA,,51,1462,11.9,0.521,0.173,0.8,4.3,2.6,11,1,0.2,NA,2.1,1,3.2,0.104,NA,-0.1,-0.8,-0.8,0.1
1 season,NA,CIN,NBA,,4,66,11.6,0.502,0.069,NA,NA,NA,10,NA,NA,NA,0.1,0,0.1,0.066,NA,NA,NA,NA,NA
