Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48
1969-70,26,WSA,ABA,SG,7,270,17,0.562,0.207,0.22,NA,NA,4,9.6,NA,NA,10.4,25.5,NA,0.7,-0.1,0.6,0.105
1970-71,27,VIR,ABA,PG,12,456,11,0.498,0.249,0.333,NA,NA,NA,14.7,NA,NA,12.9,NA,NA,0.3,0.2,0.6,0.058
1971-72,28,VIR,ABA,,1,1,-55.4,0,1,0,NA,NA,0,0,NA,NA,0,37.3,NA,0,0,0,-1.257
Career,NA,,ABA,,20,727,13.1,0.525,0.232,0.28,NA,NA,4,12.8,NA,NA,11.7,25.6,NA,1,0.1,1.1,0.073
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,"WSA,VIR",ABA,,20,727,13.1,0.525,0.232,0.28,NA,NA,4,12.8,NA,NA,11.7,25.6,NA,1,0.1,1.1,0.073
