Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Mike Barrett,,4.9,2.7,-0.1
Danny Young,95.3,4.8,2.9,-0.1
Reggie Jackson,94.2,4.9,2.5,0.1
Lewis Lloyd,92.3,4.6,2.6,0.1
Mookie Blaylock,90.8,4.9,2.1,-0.3
Walt Kirk,87.5,5,2.3,0.4
Butch van Breda Kolff,87.2,4.4,2.5,0.2
Gene Shue,85.8,4.6,2.4,0.4
Matt Maloney,85.0,5.3,2.2,-0.3
Jeremy Lin,84.9,5.4,2.7,0.5
Walt Hazzard,84.1,4.5,2.2,0.2
