Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Gerald Madkins,,0.3,0.1,0,NA
Dwight Buycks,78.9,0.2,0.1,0,NA
Michael Phelps,75.0,0.3,0.1,-0.1,NA
R.J. Hunter,69.0,0.3,0.1,0,0
Malcolm Lee,66.9,0.4,0.1,0,NA
Dominique Jones,66.8,0.2,0,0,NA
A.J. Guyton,65.7,0.3,0.1,-0.1,NA
Bob Duffy,56.2,0.3,0.1,0.1,NA
Russ Lee,53.8,0.3,0.2,0,NA
Michael Hawkins,51.0,0.2,0,0,0
Brad Holland,41.1,0.3,0.1,-0.1,NA
