Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,26,FTW,BAA,NA,59,NA,NA,0.306,0.287,NA,NA,NA,NA,NA,-2.6,3,0.4,NA
1949-50,27,TOT,NBA,NA,59,NA,NA,0.367,0.552,NA,NA,NA,NA,NA,0.1,0.1,0.2,NA
1949-50,27,AND,NBA,NA,12,NA,NA,0.198,0.48,NA,NA,NA,NA,NA,-0.7,0.6,-0.2,NA
1949-50,27,WAT,NBA,NA,47,NA,NA,0.393,0.564,NA,NA,NA,NA,NA,0.8,-0.5,0.4,NA
Career,NA,,TOT,NA,118,NA,NA,0.331,0.39,NA,NA,NA,NA,NA,-2.5,3.1,0.6,NA
,NA,,BAA,NA,59,NA,NA,0.306,0.287,NA,NA,NA,NA,NA,-2.6,3,0.4,NA
,NA,,NBA,NA,59,NA,NA,0.367,0.552,NA,NA,NA,NA,NA,0.1,0.1,0.2,NA
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,FTW,BAA,NA,59,NA,NA,0.306,0.287,NA,NA,NA,NA,NA,-2.6,3,0.4,NA
1 season,NA,WAT,NBA,NA,47,NA,NA,0.393,0.564,NA,NA,NA,NA,NA,0.8,-0.5,0.4,NA
1 season,NA,AND,NBA,NA,12,NA,NA,0.198,0.48,NA,NA,NA,NA,NA,-0.7,0.6,-0.2,NA
