,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2013-14,22,HOU,NBA,SG,4,68,.529,25.5,.118,.000,.000,.059,.059,.882,.500,,,.000,1.000,.533,1.000,.000,0,1.000,.333,.600,1,0
2015-16,24,CHO,NBA,SG,4,18,.125,17.8,.625,.125,.125,.000,.375,.375,.200,.000,.000,,.333,.000,1.000,.000,0,,.333,.000,0,0
2016-17,25,MEM,NBA,SG,6,68,.333,25.2,.000,.000,.000,.000,.000,1.000,,,,,,.333,,.000,0,1.000,.222,.500,0,0
Career,,,NBA,,14,154,.382,23.6,.206,.029,.029,.029,.118,.794,.286,.000,.000,.000,.500,.407,1.000,.000,0,1.000,.296,.500,1,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1 season,,MEM,NBA,,6,68,.333,25.2,.000,.000,.000,.000,.000,1.000,,,,,,.333,,.000,0,1.000,.222,.500,0,0
1 season,,CHO,NBA,,4,18,.125,17.8,.625,.125,.125,.000,.375,.375,.200,.000,.000,,.333,.000,1.000,.000,0,,.333,.000,0,0
1 season,,HOU,NBA,,4,68,.529,25.5,.118,.000,.000,.059,.059,.882,.500,,,.000,1.000,.533,1.000,.000,0,1.000,.333,.600,1,0
