,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1946-47,23,PIT,BAA,,13,,11,,,,,32
1948-49,25,STB,BAA,,7,,5,8,,,,18
Career,,,,,13,,11,,,,,32
1 Season,,PIT,BAA,,13,,11,,,,,32
1 Season,,STB,BAA,,7,,5,8,,,,18
