,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2011-12,21,NYK,NBA,PG,1,19,41%,59%,,,,-74.0,-62.9,0,1,1,0,0,0,0,0,1
2012-13,22,NYK,NBA,SG,12,337,1%,47%,50%,2%,,+8.1,+11.5,6,2,7,3,5,8,37,0,3
2014-15,24,CLE,NBA,SG,20,695,11%,82%,7%,,,+5.7,+5.8,6,2,17,3,9,7,58,0,9
2015-16,25,CLE,NBA,SG,21,367,4%,85%,11%,,,+4.2,-8.9,2,7,13,3,4,9,41,1,3
2016-17,26,CLE,NBA,SG,17,275,2%,92%,6%,,,+7.8,-1.1,4,1,14,0,2,5,41,1,4
2018-19,28,HOU,NBA,SG,8,109,,15%,47%,38%,,+4.5,+1.3,2,0,2,1,2,1,5,0,1
Career,,,NBA,,79,1802,6%,73%,18%,3%,,+5.2,+1.8,20,13,54,10,22,30,182,2,21
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,CLE,NBA,,58,1337,7%,85%,8%,,,+5.7,+0.3,12,10,44,6,15,21,140,2,16
2 seasons,,NYK,NBA,,13,356,3%,47%,48%,1%,,+3.7,+7.5,6,3,8,3,5,8,37,0,4
1 season,,HOU,NBA,,8,109,,15%,47%,38%,,+4.5,+1.3,2,0,2,1,2,1,5,0,1
