,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2008-09,18,GATECH,31,,106,271,32,102,86,131,,121,154,64,6,116,,330,.391,.314,.656,,10.6,3.9,5.0
2009-10,19,GATECH,30,904,104,270,37,111,54,75,27,108,120,58,5,92,69,299,.385,.333,.720,30.1,10.0,3.6,4.0
2010-11,20,GATECH,31,992,177,436,42,151,141,175,53,183,108,85,6,72,86,537,.406,.278,.806,32.0,17.3,5.9,3.5
Career,,,92,1896,387,977,111,364,281,381,80,412,382,207,17,280,155,1166,.396,.305,.738,31.1,12.7,4.5,4.2
