Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1949-50,25,SYR,NBA,NA,11,NA,NA,1.6,3.9,0.419,0.7,1.3,0.571,NA,0.1,3,4
Career,NA,,NBA,NA,11,NA,NA,1.6,3.9,0.419,0.7,1.3,0.571,NA,0.1,3,4
,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1 season,NA,SYR,NBA,NA,11,NA,NA,1.6,3.9,0.419,0.7,1.3,0.571,NA,0.1,3,4
