,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,3P,3PA,2P,2PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc
1998-99,22,MIN,NBA,18:10,2,8,0,0,2,8,2,2,3,3,6,1,0,0,1,4,4,1.8
1999-00,23,MIN,NBA,39:09,11,16,0,1,11,16,5,8,6,8,13,4,2,4,5,6,23,22.8
2000-01,24,MIN,NBA,37:35,8,11,0,1,8,11,3,4,6,8,13,3,2,8,4,6,16,16.8
2001-02,25,MIN,NBA,41:48,12,23,0,1,12,23,3,5,10,10,12,4,3,7,4,6,24,20.7
2002-03,26,MIN,NBA,46:22,11,17,0,1,11,17,5,6,6,12,15,5,3,9,5,6,23,20.0
2003-04,27,SAS,NBA,41:05,11,19,0,0,11,19,6,9,8,11,15,6,3,7,5,6,23,27.3
2004-05,28,SAS,NBA,36:12,7,14,0,0,7,14,2,3,7,8,12,4,2,5,5,6,16,16.8
2005-06,29,SAS,NBA,35:40,7,10,0,1,7,10,2,2,5,8,11,5,2,6,3,6,14,13.1
2006-07,30,TOR,NBA,39:30,8,12,0,1,8,12,3,4,6,8,10,6,2,5,3,6,16,15.3
2007-08,31,TOR,NBA,47:37,10,19,1,1,10,19,5,5,7,8,14,6,3,4,4,5,23,25.3
2008-09,32,IND,NBA,37:55,10,19,0,1,10,19,3,4,6,7,12,8,2,3,6,6,21,20.8
2009-10,33,TOR,NBA,25:33,8,11,0,0,8,11,1,2,5,6,7,4,2,2,2,5,16,15.7
Career,,,,47:37,12,23,1,1,12,23,6,9,10,12,15,8,3,9,6,6,24,27.3
5 Seasons,,MIN,NBA,46:22,12,23,0,1,12,23,5,8,10,12,15,5,3,9,5,6,24,22.8
3 Seasons,,SAS,NBA,41:05,11,19,0,1,11,19,6,9,8,11,15,6,3,7,5,6,23,27.3
3 Seasons,,TOR,NBA,47:37,10,19,1,1,10,19,5,5,7,8,14,6,3,5,4,6,23,25.3
1 Season,,IND,NBA,37:55,10,19,0,1,10,19,3,4,6,7,12,8,2,3,6,6,21,20.8
