,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2001-02,29,DET,NBA,C,74,1179,.505,6.7,1.000,.316,.406,.238,.040,.000,.505,.720,.428,.382,.333,,.667,.064,23,,,,0,0
2002-03,30,DET,NBA,C,30,488,.552,7.4,1.000,.283,.352,.317,.048,.000,.552,.683,.588,.370,.714,,.713,.034,4,,,,0,0
2003-04,31,TOT,NBA,C,24,273,.442,8.1,1.000,.234,.338,.377,.052,.000,.442,.722,.308,.345,.750,,.471,.026,2,,,,0,0
2003-04,31,DET,NBA,C,21,222,.407,7.5,1.000,.259,.370,.333,.037,.000,.407,.714,.250,.278,1.000,,.455,.037,2,,,,0,0
2003-04,31,ATL,NBA,C,3,51,.522,9.5,1.000,.174,.261,.478,.087,.000,.522,.750,.500,.455,.500,,.500,.000,0,,,,0,0
2004-05,32,LAC,NBA,C,58,928,.568,6.9,1.000,.291,.410,.256,.043,.000,.568,.574,.625,.517,.300,,.669,.030,6,,,,0,0
2005-06,33,LAC,NBA,C,29,412,.542,6.4,1.000,.281,.479,.229,.010,.000,.542,.704,.478,.455,1.000,,.788,.010,1,,,,0,0
Career,,,NBA,,215,3280,.527,6.9,1.000,.294,.401,.266,.040,.000,.527,.676,.499,.415,.459,,.674,.042,36,,,,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,DET,NBA,,125,1889,.508,6.9,1.000,.302,.389,.267,.042,.000,.508,.711,.448,.366,.500,,.663,.054,29,,,,0,0
2 seasons,,LAC,NBA,,87,1340,.561,6.7,1.000,.288,.430,.248,.033,.000,.561,.611,.577,.500,.364,,.703,.024,7,,,,0,0
1 season,,ATL,NBA,,3,51,.522,9.5,1.000,.174,.261,.478,.087,.000,.522,.750,.500,.455,.500,,.500,.000,0,,,,0,0
