Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
1975-76,23,BUF,NBA,C,50,NA,708,6,13.9,0.432,NA,NA,NA,6,13.9,0.432,2.6,3.4,0.759,4,7.6,11.7,4.3,0.4,0.4,NA,5.5,14.6,NA,NA,100
1976-77,24,TOT,NBA,C,76,NA,1492,8.2,16.8,0.487,NA,NA,NA,8.2,16.8,0.487,2.9,3.7,0.78,3.4,8.2,11.6,2,0.3,0.2,NA,4.9,19.2,NA,NA,102
1976-77,24,BUF,NBA,C,20,NA,270,7.5,15.2,0.489,NA,NA,NA,7.5,15.2,0.489,4.3,6,0.722,4.8,7.1,11.9,2.7,0.2,0.3,NA,4.8,19.2,NA,NA,104
1976-77,24,NYK,NBA,C,56,NA,1222,8.3,17.1,0.486,NA,NA,NA,8.3,17.1,0.486,2.5,3.2,0.805,3.1,8.4,11.5,1.9,0.4,0.1,NA,4.9,19.2,NA,NA,102
1977-78,25,ATL,NBA,C,68,NA,1683,7.7,15.7,0.493,NA,NA,NA,7.7,15.7,0.493,3.2,4,0.8,4.2,7.3,11.5,2.3,0.9,0.4,3,6.4,18.7,NA,105,101
1978-79,26,ATL,NBA,C,82,NA,1392,7.8,16.8,0.466,NA,NA,NA,7.8,16.8,0.466,3.6,4,0.891,4.4,6.8,11.2,2.3,0.5,1.1,2.9,7.1,19.2,NA,107,105
1979-80,27,ATL,NBA,C,53,NA,1071,8.7,17.3,0.5,0,0,0,8.7,17.3,0.501,3.7,4.8,0.757,3.2,6.8,10,2.8,1.6,0.6,2.9,5.7,21,NA,108,102
1980-81,28,ATL,NBA,C,79,NA,1564,7.8,16,0.487,0,0.2,0.167,7.8,15.8,0.491,2.5,3.3,0.741,3,6.1,9.1,2.2,0.7,0.8,2.5,5.1,18.1,NA,105,109
1981-82,29,ATL,NBA,C,73,23,1792,8.2,16.1,0.509,0,0.1,0.333,8.2,16,0.51,3.9,4.8,0.824,2.9,6.6,9.5,3.6,0.7,0.7,3.5,5.7,20.4,NA,107,106
1982-83,30,ATL,NBA,C,61,4,1364,7,15.1,0.467,0,0,0,7,15,0.468,3.8,4.7,0.812,2,5.7,7.7,2.7,0.6,0.9,2.8,5.1,17.9,NA,102,106
1983-84,31,WSB,NBA,C,62,5,1294,8.5,17,0.497,0,0.2,0.167,8.4,16.8,0.501,4.8,5.9,0.814,2.4,5.1,7.6,2.8,0.5,0.6,2.7,6.2,21.8,NA,109,110
1984-85,32,WSB,NBA,C,69,21,1547,7.8,16.5,0.472,0,0.2,0,7.8,16.4,0.476,3.5,4.2,0.83,2,4.5,6.5,1.6,0.2,0.5,1.4,5,19.1,NA,108,109
1985-86,33,WSB,NBA,C,56,1,863,7.4,16,0.46,0,0.2,0,7.4,15.8,0.465,3.6,4.4,0.81,2.5,3.9,6.3,2,0.5,0.6,1.9,4.8,18.3,NA,105,110
Career,NA,,NBA,,729,54,14770,7.8,16.2,0.483,0,0.1,0.12,7.8,16.1,0.484,3.5,4.3,0.806,3.1,6.3,9.4,2.5,0.6,0.6,2.2,5.6,19.1,NA,106,105
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,ATL,NBA,,416,27,8866,7.9,16.1,0.488,0,0.1,0.182,7.8,16,0.489,3.4,4.3,0.807,3.3,6.6,9.9,2.7,0.8,0.7,3,5.9,19.1,NA,105,105
3 seasons,NA,WSB,NBA,,187,27,3704,7.9,16.6,0.478,0,0.2,0.071,7.9,16.4,0.482,4,4.8,0.819,2.3,4.6,6.8,2.1,0.4,0.6,1.9,5.4,19.8,NA,108,109
2 seasons,NA,BUF,NBA,,70,NA,978,6.4,14.3,0.449,NA,NA,NA,6.4,14.3,0.449,3,4.1,0.744,4.2,7.5,11.7,3.9,0.4,0.4,NA,5.3,15.9,NA,NA,101
1 season,NA,NYK,NBA,,56,NA,1222,8.3,17.1,0.486,NA,NA,NA,8.3,17.1,0.486,2.5,3.2,0.805,3.1,8.4,11.5,1.9,0.4,0.1,NA,4.9,19.2,NA,NA,102
