,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2008-09,22,MIA,NBA,PG,7,231,100%,,,,,+0.5,-2.2,10,5,8,1,2,1,66,1,2
2009-10,23,MIA,NBA,PG,5,131,100%,,,,,-3.3,+11.1,7,2,7,3,4,5,28,2,2
2010-11,24,MIA,NBA,PG,21,511,99%,1%,,,,+8.3,+10.8,19,6,26,2,10,2,99,2,3
2011-12,25,MIA,NBA,PG,23,819,96%,4%,,,,+6.8,-5.2,26,7,29,3,18,7,204,3,13
2012-13,26,MIA,NBA,PG,23,650,99%,1%,,,,+8.2,+2.2,23,9,22,2,22,4,157,4,13
2013-14,27,MIA,NBA,PG,20,535,90%,10%,,,,+2.2,-0.7,15,8,13,6,12,2,168,3,6
Career,,,NBA,,99,2877,97%,3%,,,,+5.6,+1.1,100,37,105,17,68,21,722,15,39
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,MIA,NBA,,99,2877,97%,3%,,,,+5.6,+1.1,100,37,105,17,68,21,722,15,39
