,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2012-13,22,ORL,NBA,C,57,638,.513,8.2,.995,.442,.188,.132,.234,.005,.515,.609,.378,.500,.457,.000,.703,.122,19,,.000,,0,0
2013-14,23,ORL,NBA,C,69,1188,.501,10.4,.992,.326,.164,.127,.375,.008,.505,.702,.344,.511,.403,.000,.677,.108,36,,.000,,1,0
2014-15,24,ORL,NBA,PF,51,824,.492,11.8,.822,.285,.202,.103,.231,.178,.538,.768,.490,.400,.357,.279,.626,.054,13,1.000,.140,.500,1,0
2015-16,25,NYK,NBA,PF,65,764,.476,10.6,.919,.299,.166,.151,.303,.081,.498,.630,.378,.488,.439,.227,.637,.026,7,.600,.136,.000,0,0
2016-17,26,NYK,NBA,C,79,1229,.521,9.0,.959,.470,.119,.114,.257,.041,.538,.660,.469,.404,.406,.118,.662,.092,36,1.000,.118,.500,2,0
2017-18,27,NYK,NBA,C,77,1387,.583,7.3,.956,.477,.190,.135,.154,.044,.599,.705,.534,.500,.441,.235,.659,.086,30,1.000,.235,.500,1,0
2018-19,28,IND,NBA,C,45,371,.507,12.3,.912,.272,.110,.184,.346,.088,.548,.676,.467,.400,.553,.083,.809,.029,3,1.000,.167,.000,0,0
2019-20,29,PHI,NBA,C,26,258,.486,12.9,.681,.389,.056,.097,.139,.319,.571,.643,.500,.286,.600,.304,.643,.056,4,.857,.174,.000,0,0
Career,,,NBA,,469,6659,.517,9.7,.934,.384,.160,.129,.261,.066,.537,.678,.441,.459,.429,.225,.670,.078,148,.903,.152,.286,5,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,NYK,NBA,,221,3380,.532,8.8,.948,.429,.156,.131,.231,.052,.550,.672,.473,.464,.425,.196,.655,.073,73,.818,.161,.333,3,0
3 seasons,,ORL,NBA,,177,2650,.501,10.3,.942,.342,.181,.121,.298,.058,.516,.690,.401,.480,.402,.255,.670,.095,68,1.000,.128,.500,2,0
1 season,,IND,NBA,,45,371,.507,12.3,.912,.272,.110,.184,.346,.088,.548,.676,.467,.400,.553,.083,.809,.029,3,1.000,.167,.000,0,0
1 season,,PHI,NBA,,26,258,.486,12.9,.681,.389,.056,.097,.139,.319,.571,.643,.500,.286,.600,.304,.643,.056,4,.857,.174,.000,0,0
