,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1948-49,24,MNL,BAA,,15,,14,16,,,6,42
1949-50,25,MNL,NBA,,13,,17,18,,,6,40
1950-51,26,MNL,NBA,,17,30,12,15,,,6,41
1951-52,27,MNL,NBA,,15,,17,18,,,6,47
1952-53,28,MNL,NBA,,10,,13,16,,,6,27
1953-54,29,MNL,NBA,,11,,14,15,,,6,30
1955-56,31,MNL,NBA,,5,13,5,7,,,5,13
Career,,,TOT,,17,,17,18,,,6,47
,,,NBA,,17,,17,18,,,6,47
,,,BAA,,15,,14,16,,,6,42
,,,,,,,,,,,,
