Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,24,MNL,BAA,C,10,NA,NA,0.541,0.533,NA,NA,NA,NA,NA,3.6,0.6,4.2,NA
1949-50,25,MNL,NBA,C,12,NA,NA,0.481,0.538,NA,NA,NA,NA,NA,2.5,1.2,3.7,NA
1950-51,26,MNL,NBA,C,7,NA,NA,0.477,0.362,NA,NA,NA,NA,NA,0.8,0.2,1.1,NA
1951-52,27,MNL,NBA,C,13,553,27.6,0.477,0.529,NA,NA,NA,15.7,NA,0.9,1.5,2.4,0.206
1952-53,28,MNL,NBA,C,12,463,26.2,0.454,0.526,NA,NA,NA,11.7,NA,0.6,1.4,2,0.205
1953-54,29,MNL,NBA,C,13,424,33.6,0.543,0.505,NA,NA,NA,15.1,NA,2,1.5,3.5,0.391
1955-56,31,MNL,NBA,C,3,60,18.3,0.442,0.371,NA,NA,NA,14.2,NA,0,0.1,0.1,0.114
Career,NA,,TOT,,70,1500,28.5,0.493,0.506,NA,NA,NA,14.2,NA,10.5,6.5,17,0.254
,NA,,NBA,,60,1500,28.5,0.484,0.5,NA,NA,NA,14.2,NA,6.8,5.9,12.7,0.254
,NA,,BAA,,10,NA,NA,0.541,0.533,NA,NA,NA,NA,NA,3.6,0.6,4.2,NA
