Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1948-49,24,MNL,BAA,C,60,NA,NA,0.498,0.491,NA,NA,NA,NA,NA,17.6,3.2,20.9,NA
1949-50,25,MNL,NBA,C,68,NA,NA,0.487,0.456,NA,NA,NA,NA,NA,15.3,5.8,21.1,NA
1950-51,26,MNL,NBA,C,68,NA,NA,0.509,0.453,NA,NA,NA,NA,NA,16,7.4,23.4,NA
1951-52,27,MNL,NBA,C,64,2572,26.5,0.459,0.393,NA,NA,NA,NA,NA,6.4,8,14.4,0.268
1952-53,28,MNL,NBA,C,70,2651,28.5,0.48,0.453,NA,NA,NA,NA,NA,7.7,6.9,14.6,0.264
1953-54,29,MNL,NBA,C,72,2362,28.7,0.466,0.471,NA,NA,NA,NA,NA,6.1,6.6,12.7,0.258
1955-56,31,MNL,NBA,C,37,765,17.8,0.455,0.325,NA,NA,NA,NA,NA,0.8,0.8,1.6,0.098
Career,NA,,TOT,,439,8350,27,0.483,0.447,NA,NA,NA,NA,NA,70,38.7,108.7,0.249
,NA,,NBA,,379,8350,27,0.48,0.438,NA,NA,NA,NA,NA,52.4,35.4,87.8,0.249
,NA,,BAA,,60,NA,NA,0.498,0.491,NA,NA,NA,NA,NA,17.6,3.2,20.9,NA
