,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2000-01,30,WAS,NBA,PF,45,638,,,1%,61%,38%,-3.3,+4.7,9,4,39,5,21,0,64,1,9
2001-02,31,WAS,NBA,PF,79,1920,,,1%,94%,5%,+2.1,+6.8,37,16,68,24,49,0,271,9,24
2002-03,32,DAL,NBA,PF,26,222,,,10%,60%,31%,-10.7,-20.1,8,2,9,3,3,0,20,1,3
2003-04,33,GSW,NBA,PF,5,10,,,,66%,34%,-37.3,-36.6,0,0,0,0,0,0,0,0,0
Career,,,NBA,,155,2790,,,2%,84%,15%,-0.3,+4.0,54,22,116,32,73,0,355,11,36
,,,,,,,,,,,,,,,,,,,,,,
2 seasons,,WAS,NBA,,124,2558,,,1%,86%,13%,+0.8,+6.3,46,20,107,29,70,0,335,10,33
1 season,,DAL,NBA,,26,222,,,10%,60%,31%,-10.7,-20.1,8,2,9,3,3,0,20,1,3
1 season,,GSW,NBA,,5,10,,,,66%,34%,-37.3,-36.6,0,0,0,0,0,0,0,0,0
