Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1993-94,23,DAL,NBA,PF,81,47,1773,195,407,0.479,0,1,0,195,406,0.48,0.479,78,107,0.729,299,306,605,99,61,31,94,246,468
1994-95,24,DAL,NBA,PF,80,80,2385,372,839,0.443,1,12,0.083,371,827,0.449,0.444,80,124,0.645,329,515,844,163,35,27,124,267,825
1995-96,25,DAL,NBA,PF,68,68,2322,327,733,0.446,14,39,0.359,313,694,0.451,0.456,102,133,0.767,260,477,737,132,54,27,109,262,770
1996-97,26,TOR,NBA,PF,79,61,2421,258,537,0.48,1,13,0.077,257,524,0.49,0.481,99,121,0.818,270,410,680,84,58,39,116,269,616
1997-98,27,TOR,NBA,PF,14,4,352,52,127,0.409,2,3,0.667,50,124,0.403,0.417,14,19,0.737,50,52,102,18,10,3,16,39,120
1998-99,28,BOS,NBA,PF,18,2,206,20,51,0.392,0,1,0,20,50,0.4,0.392,14,17,0.824,28,24,52,15,5,0,7,31,54
1999-00,29,DEN,NBA,PF,40,1,330,44,104,0.423,2,3,0.667,42,101,0.416,0.433,14,19,0.737,41,62,103,19,3,6,13,50,104
2000-01,30,WAS,NBA,PF,45,1,638,60,153,0.392,1,6,0.167,59,147,0.401,0.395,41,55,0.745,83,137,220,31,19,8,21,95,162
2001-02,31,WAS,NBA,PF,79,40,1920,222,508,0.437,4,11,0.364,218,497,0.439,0.441,106,130,0.815,233,345,578,127,50,19,88,209,554
2002-03,32,DAL,NBA,PF,26,0,222,24,62,0.387,0,0,NA,24,62,0.387,0.387,5,11,0.455,29,30,59,8,5,1,15,31,53
2003-04,33,GSW,NBA,PF,5,0,10,0,2,0,0,0,NA,0,2,0,0,0,0,NA,1,0,1,0,0,0,0,2,0
Career,NA,,NBA,,535,304,12579,1574,3523,0.447,25,89,0.281,1549,3434,0.451,0.45,553,736,0.751,1623,2358,3981,696,300,161,603,1501,3726
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4 seasons,NA,DAL,NBA,,255,195,6702,918,2041,0.45,15,52,0.288,903,1989,0.454,0.453,265,375,0.707,917,1328,2245,402,155,86,342,806,2116
2 seasons,NA,WAS,NBA,,124,41,2558,282,661,0.427,5,17,0.294,277,644,0.43,0.43,147,185,0.795,316,482,798,158,69,27,109,304,716
2 seasons,NA,TOR,NBA,,93,65,2773,310,664,0.467,3,16,0.188,307,648,0.474,0.469,113,140,0.807,320,462,782,102,68,42,132,308,736
1 season,NA,DEN,NBA,,40,1,330,44,104,0.423,2,3,0.667,42,101,0.416,0.433,14,19,0.737,41,62,103,19,3,6,13,50,104
1 season,NA,BOS,NBA,,18,2,206,20,51,0.392,0,1,0,20,50,0.4,0.392,14,17,0.824,28,24,52,15,5,0,7,31,54
1 season,NA,GSW,NBA,,5,0,10,0,2,0,0,0,NA,0,2,0,0,0,0,NA,1,0,1,0,0,0,0,2,0
