Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Kevin Joyce,,3,0.6,-0.7
Jamal Crawford,84.2,2.8,0.6,-0.9
Jerry Harkness,74.5,2.9,0.5,0
Charles Williams,70.8,3.9,0.6,-0.7
Cory Joseph,69.0,2.9,0.9,0
Johnny McCarthy,69.0,2.6,0.5,-0.1
Pat Connaughton,67.2,2.5,0.6,-0.2
Vincent Askew,67.1,2.9,0.2,-0.2
Rex Chapman,65.5,3,-0.2,-0.7
Steve Blake,64.9,2.8,0.7,0.3
Anthony Bowie,64.0,2.9,0.7,0.5
