Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Joe Holup,,2.1,1.8,0.3
Chucky Brown,95.3,2.2,1.6,0.3
Sam Pellom,92.4,2.2,1.8,0.7
Alaa Abdelnaby,91.4,2.1,2,0.5
Donnell Harvey,88.4,2,1.8,0.1
Jim Palmer,88.0,2.4,1.9,0.2
Willie Burton,87.9,2.1,2,0.1
Anthony Roberts,87.7,1.9,1.7,0.1
Allan Bristow,87.4,1.9,1.9,0.5
Don Nelson,87.1,2.3,2.1,0.4
Luke Walton,86.7,2,1.6,0.5
