,,,,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs,Game Highs
Season,Age,Tm,Lg,MP,FG,FGA,FT,FTA,TRB,AST,PF,PTS
1956-57,22,SYR,NBA,,3,12,4,6,10,,2,7
1957-58,23,TOT,NBA,,3,,5,7,,,4,9
1957-58,23,DET,NBA,,3,,5,7,,,4,9
1958-59,24,DET,NBA,,2,5,4,5,,,3,8
Career,,,,,3,,5,7,,,4,9
2 Seasons,,DET,NBA,,3,,5,7,,,4,9
1 Season,,SYR,NBA,,3,12,4,6,10,,2,7
