,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,25,IND,NBA,PF,5,164,,,,99%,1%,-12.9,-15.2,2,5,7,0,10,1,10,2,7
2011-12,26,IND,NBA,PF,11,164,,,,19%,82%,-8.2,-14.4,2,1,4,3,9,1,14,1,11
2012-13,27,IND,NBA,PF,19,241,,,,77%,23%,-7.0,-10.2,2,5,10,5,16,0,13,3,12
2013-14,28,TOR,NBA,PF,3,29,,,,,100%,+17.6,+21.3,0,0,2,0,0,0,3,0,1
2014-15,29,TOR,NBA,PF,4,48,,,,45%,55%,-8.7,+8.8,0,1,3,1,1,2,7,0,3
2015-16,30,CHO,NBA,PF,2,6,,,,74%,26%,-51.5,-41.6,0,0,0,0,0,0,0,0,0
Career,,,NBA,,44,652,,,,62%,38%,-8.2,-10.0,6,12,26,9,36,4,47,6,34
,,,,,,,,,,,,,,,,,,,,,,
3 seasons,,IND,NBA,,35,569,,,,66%,34%,-9.1,-12.8,6,11,21,8,35,2,37,6,30
2 seasons,,TOR,NBA,,7,77,,,,28%,72%,+1.2,+13.5,0,1,5,1,1,2,10,0,4
1 season,,CHO,NBA,,2,6,,,,74%,26%,-51.5,-41.6,0,0,0,0,0,0,0,0,0
