,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2000-01,19,USC,32,600,72,172,23,68,39,70,,88,33,16,2,,,206,.419,.338,.557,18.8,6.4,2.8,1.0
2001-02,20,USC,31,696,101,216,34,88,58,81,,103,55,24,3,,,294,.468,.386,.716,22.5,9.5,3.3,1.8
2002-03,21,USC,30,978,182,454,63,195,135,163,,143,54,27,2,,,562,.401,.323,.828,32.6,18.7,4.8,1.8
2003-04,22,USC,28,987,170,437,83,249,121,159,,128,51,34,4,,,544,.389,.333,.761,35.3,19.4,4.6,1.8
Career,,,121,3261,525,1279,203,600,353,473,,462,193,101,11,,,1606,.410,.338,.746,27.0,13.3,3.8,1.6
