Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1990-91,23,TOT,NBA,PF,15,0,164,19,47,0.404,0,1,0,19,46,0.413,0.404,16,24,0.667,12,33,45,3,4,5,11,28,54
1990-91,23,ATL,NBA,PF,4,0,20,2,3,0.667,0,0,NA,2,3,0.667,0.667,1,1,1,1,5,6,0,0,0,2,3,5
1990-91,23,ORL,NBA,PF,8,0,136,15,41,0.366,0,0,NA,15,41,0.366,0.366,13,21,0.619,10,27,37,3,3,5,9,23,43
1990-91,23,DAL,NBA,PF,3,0,8,2,3,0.667,0,1,0,2,2,1,0.667,2,2,1,1,1,2,0,1,0,0,2,6
1992-93,25,ORL,NBA,PF,4,0,10,4,5,0.8,0,0,NA,4,5,0.8,0.8,0,2,0,1,1,2,0,0,0,0,0,8
Career,NA,,NBA,,19,0,174,23,52,0.442,0,1,0,23,51,0.451,0.442,16,26,0.615,13,34,47,3,4,5,11,28,62
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,ORL,NBA,,12,0,146,19,46,0.413,0,0,NA,19,46,0.413,0.413,13,23,0.565,11,28,39,3,3,5,9,23,51
1 season,NA,ATL,NBA,,4,0,20,2,3,0.667,0,0,NA,2,3,0.667,0.667,1,1,1,1,5,6,0,0,0,2,3,5
1 season,NA,DAL,NBA,,3,0,8,2,3,0.667,0,1,0,2,2,1,0.667,2,2,1,1,1,2,0,1,0,0,2,6
