Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1973-74,23,HOU,NBA,PF,58,NA,1075,4.3,8.4,0.512,1.6,2.5,0.635,2.7,5.7,8.4,2.5,1.2,0.7,NA,5.4,10.1
1974-75,24,NOJ,NBA,PF,77,NA,2176,4.2,9.4,0.445,1.9,2.7,0.699,3.1,6,9.1,1.7,1.4,0.6,NA,4.6,10.3
1975-76,25,NOJ,NBA,PF,67,NA,1850,4.2,9.3,0.451,1.1,1.7,0.663,2.4,5.7,8.2,1.7,1.1,0.6,NA,4.4,9.6
1976-77,26,NOJ,NBA,PF,77,NA,2369,4.4,9.5,0.462,1.2,1.7,0.732,2.3,6.1,8.3,1.6,0.9,0.5,NA,4.3,10.1
1977-78,27,GSW,NBA,PF,72,NA,1801,4.2,8.9,0.475,0.8,1.1,0.727,2.3,5.2,7.5,2,1.3,0.5,1.9,5.1,9.3
1978-79,28,HOU,NBA,PF,6,NA,39,4.6,6.5,0.714,0.9,0.9,1,0.9,5.5,6.5,0.9,1.8,0,0,10.2,10.2
Career,NA,,NBA,,357,NA,9310,4.3,9.2,0.464,1.3,1.9,0.694,2.6,5.8,8.3,1.8,1.2,0.5,1.9,4.7,9.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,NOJ,NBA,,221,NA,6395,4.3,9.4,0.453,1.4,2.1,0.7,2.6,5.9,8.5,1.7,1.1,0.6,NA,4.4,10
1 season,NA,GSW,NBA,,72,NA,1801,4.2,8.9,0.475,0.8,1.1,0.727,2.3,5.2,7.5,2,1.3,0.5,1.9,5.1,9.3
2 seasons,NA,HOU,NBA,,64,NA,1114,4.3,8.3,0.518,1.6,2.4,0.64,2.6,5.7,8.4,2.5,1.3,0.6,0,5.6,10.1
