Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,TRB,AST,STL,BLK,TOV,PF,PTS
2012-13,22,IND,NBA,SF,1,0,20:03,7,13,0.538,3,6,0.5,0,0,NA,1,3,4,2,0,0,0,17
2013-14,23,IND,NBA,SF,1,1,33:08,6,13,0.462,1,5,0.2,5,5,1,1,5,5,2,0,1,2,18
2015-16,25,IND,NBA,SF,1,1,26:49,16,26,0.615,9,19,0.474,0,0,NA,0,5,1,1,0,3,0,41
2016-17,26,IND,NBA,SF,1,0,22:05,6,16,0.375,0,7,0,0,0,NA,0,5,3,0,0,0,0,12
2017-18,27,OKC,NBA,SF,1,0,26:30,6,15,0.4,4,10,0.4,0,0,NA,1,5,4,1,0,0,2,16
2018-19,28,OKC,NBA,SF,1,1,25:41,7,14,0.5,6,12,0.5,0,0,NA,0,2,4,3,0,0,0,20
Career,NA,,NBA,,6,3,154,48,97,0.495,23,59,0.39,5,5,1,3,25,21,9,0,4,4,124
