,,,,,,,Position Estimate,Position Estimate,Position Estimate,Position Estimate,Position Estimate,+/- Per 100 Poss.,+/- Per 100 Poss.,Turnovers,Turnovers,Fouls Committed,Fouls Committed,Fouls Drawn,Fouls Drawn,Misc.,Misc.,Misc.
Season,Age,Tm,Lg,Pos,G,MP,PG%,SG%,SF%,PF%,C%,OnCourt,On-Off,BadPass,LostBall,Shoot,Off.,Shoot,Off.,PGA,And1,Blkd
2010-11,20,IND,NBA,SG,5,133,,95%,5%,,,-9.6,-2.8,0,2,4,3,4,0,11,0,5
2011-12,21,IND,NBA,SG,11,371,,78%,20%,2%,,+8.5,+22.3,12,5,18,2,10,0,61,4,10
2012-13,22,IND,NBA,SF,19,780,,2%,98%,,,+3.0,+17.0,41,20,28,9,48,4,214,10,19
2013-14,23,IND,NBA,SF,19,781,,,98%,2%,,+2.3,+21.0,29,12,16,6,45,6,158,8,16
2015-16,25,IND,NBA,SF,7,275,,,33%,67%,,+9.6,+42.2,4,14,9,4,21,2,70,1,10
2016-17,26,IND,NBA,SF,4,172,,,80%,20%,,-9.1,-49.9,7,3,4,2,11,2,69,1,6
2017-18,27,OKC,NBA,SF,6,251,,8%,92%,,,-5.2,-1.5,12,7,3,3,16,0,40,5,5
2018-19,28,OKC,NBA,SF,5,204,,,89%,11%,,-0.4,+41.9,8,7,7,2,16,8,45,2,8
Career,,,NBA,,76,2967,,15%,76%,9%,,+1.9,+16.4,113,70,89,31,171,22,668,31,79
,,,,,,,,,,,,,,,,,,,,,,
6 seasons,,IND,NBA,,65,2512,,17%,73%,10%,,+2.8,+16.2,93,56,79,26,139,14,583,24,66
2 seasons,,OKC,NBA,,11,455,,4%,91%,5%,,-3.0,+17.9,20,14,10,5,32,8,85,7,13
