,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game
Season,Age,College,G,MP,FG,FGA,3P,3PA,FT,FTA,ORB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,3P%,FT%,MP,PTS,TRB,AST
2009-10,20,MARSHALL,34,889,167,319,3,5,110,187,92,303,10,19,182,64,82,447,.524,.600,.588,26.1,13.1,8.9,0.3
Career,,,34,889,167,319,3,5,110,187,92,303,10,19,182,64,82,447,.524,.600,.588,26.1,13.1,8.9,0.3
