Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Bob Duffy,,0.3,0.1,0.1
Derrick Dial,82.9,0.4,0.1,0.1
Julyan Stone,82.8,0.4,0.2,0.1
Lance Blanks,75.3,0.4,0.2,0.1
Jeff McInnis,75.1,0.3,0.2,0.1
Anthony Parker,73.9,0.4,0.2,0
Malcolm Lee,73.4,0.4,0.1,0
Drew Barry,69.7,0.3,0.2,0.1
Milt Williams,69.6,0.4,0.2,0.1
Morlon Wiley,67.7,0.2,0.1,0.1
Eddie Gill,63.8,0.3,0.1,0
