Career,Career,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3,4
Bob Duffy,,0.3,0.1,0.1,NA
Lance Blanks,75.3,0.4,0.2,0.1,NA
Derrick Dial,74.4,0.4,0.1,0.1,0.1
Malcolm Lee,73.4,0.4,0.1,0,NA
Drew Barry,69.7,0.3,0.2,0.1,NA
R.J. Hunter,67.2,0.3,0.1,0,0
Milt Williams,63.1,0.4,0.2,0.1,0.1
Michael Phelps,63.0,0.3,0.1,-0.1,NA
Briante Weber,60.3,0.4,0.3,0,NA
Gerald Madkins,56.2,0.3,0.1,0,NA
Randy Woods,55.6,0.3,0.2,0.1,0.1
