Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1962-63,22,STL,NBA,PG,42,NA,435,66,174,0.379,22,39,0.564,39,83,42,154
1963-64,23,TOT,NBA,PG,48,NA,662,94,229,0.41,44,65,0.677,61,79,48,232
1963-64,23,STL,NBA,PG,2,NA,6,1,3,0.333,0,1,0,1,0,0,2
1963-64,23,NYK,NBA,PG,4,NA,50,5,19,0.263,6,8,0.75,6,5,0,16
1963-64,23,DET,NBA,PG,42,NA,606,88,207,0.425,38,56,0.679,54,74,48,214
1964-65,24,DET,NBA,PG,4,NA,26,4,11,0.364,6,7,0.857,4,5,4,14
Career,NA,,NBA,,94,NA,1123,164,414,0.396,72,111,0.649,104,167,94,400
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DET,NBA,,46,NA,632,92,218,0.422,44,63,0.698,58,79,52,228
2 seasons,NA,STL,NBA,,44,NA,441,67,177,0.379,22,40,0.55,40,83,42,156
1 season,NA,NYK,NBA,,4,NA,50,5,19,0.263,6,8,0.75,6,5,0,16
