Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,FTr,ORB%,DRB%,TRB%,AST%,,OWS,DWS,WS,WS/48
1962-63,22,STL,NBA,PG,42,435,10.6,0.403,0.224,NA,NA,NA,NA,NA,-0.5,0.6,0.1,0.01
1963-64,23,TOT,NBA,PG,48,662,10.5,0.45,0.284,NA,NA,NA,NA,NA,0.1,0.2,0.3,0.025
1963-64,23,STL,NBA,PG,2,6,2.4,0.291,0.333,NA,NA,NA,NA,NA,0,0,0,-0.218
1963-64,23,NYK,NBA,PG,4,50,8.1,0.355,0.421,NA,NA,NA,NA,NA,-0.1,0,-0.1,-0.099
1963-64,23,DET,NBA,PG,42,606,10.8,0.462,0.271,NA,NA,NA,NA,NA,0.3,0.2,0.5,0.038
1964-65,24,DET,NBA,PG,4,26,18.4,0.497,0.636,NA,NA,NA,25.9,NA,0.1,0,0.1,0.156
Career,NA,,NBA,,94,1123,10.8,0.432,0.268,NA,NA,NA,25.9,NA,-0.3,0.9,0.5,0.022
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2 seasons,NA,DET,NBA,,46,632,11.1,0.464,0.289,NA,NA,NA,25.9,NA,0.3,0.3,0.6,0.043
2 seasons,NA,STL,NBA,,44,441,10.5,0.401,0.226,NA,NA,NA,NA,NA,-0.5,0.6,0.1,0.007
1 season,NA,NYK,NBA,,4,50,8.1,0.355,0.421,NA,NA,NA,NA,NA,-0.1,0,-0.1,-0.099
