Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1972-73,24,DET,NBA,SG,74,NA,1537,4.9,10.2,0.479,NA,NA,NA,4.9,10.2,0.479,1.4,2.2,0.645,NA,NA,6.2,4.5,NA,NA,NA,3.1,11.1
1973-74,25,DET,NBA,SG,82,NA,2059,4.6,10.4,0.444,NA,NA,NA,4.6,10.4,0.444,1,1.3,0.74,1.9,3.4,5.3,4.9,2.6,0.2,NA,2.8,10.2
1974-75,26,DET,NBA,SG,80,NA,1962,3.8,8,0.474,NA,NA,NA,3.8,8,0.474,1.2,1.7,0.663,1.7,3.2,4.9,4.2,2.1,0.5,NA,3.4,8.7
1975-76,27,DET,NBA,SG,82,NA,2198,4.9,11.6,0.426,NA,NA,NA,4.9,11.6,0.426,1.4,1.9,0.722,1.3,3.5,4.8,4.5,2.9,0.4,NA,3.6,11.2
1976-77,28,DET,NBA,SG,82,NA,2539,6.2,13,0.476,NA,NA,NA,6.2,13,0.476,1.9,2.4,0.771,1.4,2.5,3.8,4.8,2.5,0.4,NA,2.7,14.2
1977-78,29,DET,NBA,SG,82,NA,2582,5.2,10.8,0.481,NA,NA,NA,5.2,10.8,0.481,1.6,2.1,0.734,1.6,2.1,3.7,5.3,2.3,0.2,3.2,2.5,12
1978-79,30,TOT,NBA,SG,81,NA,2737,7.1,15,0.471,NA,NA,NA,7.1,15,0.471,2.3,3,0.758,1.6,2,3.6,4.9,1.5,0.3,2.8,2.7,16.4
1978-79,30,DET,NBA,SG,3,NA,108,4.3,11.7,0.371,NA,NA,NA,4.3,11.7,0.371,2.3,2.7,0.875,3,3,6,1.7,0.3,0.3,3.3,3,11
1978-79,30,BOS,NBA,SG,78,NA,2629,7.2,15.2,0.474,NA,NA,NA,7.2,15.2,0.474,2.3,3,0.753,1.6,1.9,3.5,5.1,1.6,0.3,2.7,2.7,16.6
1979-80,31,BOS,NBA,SG,73,73,2115,5.6,12.1,0.465,1.2,2.8,0.427,4.4,9.3,0.477,1.5,1.9,0.754,1.3,1.8,3.1,3.7,1.9,0.5,1.8,3,13.9
1980-81,32,BOS,NBA,SG,82,75,2723,4.2,9.3,0.444,0.5,1.4,0.33,3.7,7.9,0.465,0.8,1.2,0.736,1,1.2,2.2,3.9,1.3,0.3,1.7,2.8,9.6
1981-82,33,BOS,NBA,SG,76,53,1591,4.3,10.2,0.418,0.5,1.4,0.317,3.8,8.8,0.434,0.9,1.3,0.696,1.2,1.3,2.4,3.2,1,0.2,1.2,3.2,9.8
Career,NA,,NBA,,794,201,22043,5.2,11.2,0.46,0.7,1.9,0.375,5,10.7,0.464,1.4,1.9,0.731,1.4,2.3,3.9,4.4,2,0.3,2.2,3,11.9
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7 seasons,NA,DET,NBA,,485,NA,12985,5,10.8,0.462,NA,NA,NA,5,10.8,0.462,1.4,2,0.722,1.6,2.9,4.7,4.7,2.5,0.3,3.2,3,11.4
4 seasons,NA,BOS,NBA,,309,201,9058,5.4,11.8,0.456,0.7,1.9,0.375,4.9,10.5,0.467,1.4,1.9,0.744,1.3,1.6,2.8,4.1,1.5,0.3,1.9,2.9,12.7
