Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,,ORtg,DRtg
2004-05,21,PHI,NBA,SG,5,5,192,5.7,12.2,0.465,0.9,2.6,0.333,4.8,9.7,0.5,1.7,3.4,0.5,2.3,4.3,6.5,4.3,4,1.4,1.4,3.4,13.9,NA,108,106
2007-08,24,PHI,NBA,SF,6,6,234,5.5,16.5,0.333,0.5,3.3,0.143,5,13.1,0.382,7.4,10.3,0.721,1.4,5.5,6.9,7.2,3.1,0.2,6.2,2.6,18.8,NA,87,106
2008-09,25,PHI,NBA,SF,6,6,269,8.9,19.9,0.449,2.2,5.7,0.393,6.7,14.2,0.471,6.1,9.3,0.652,1.2,6.5,7.7,8.1,2.2,0,4.9,1.8,26.1,NA,103,109
2010-11,27,PHI,NBA,SF,5,5,182,6.7,16,0.423,0.9,4.3,0.214,5.8,11.7,0.5,3.1,4.3,0.714,2.1,8.6,10.7,10.4,1.5,0.6,4.3,4.9,17.5,NA,99,108
2011-12,28,PHI,NBA,SF,13,13,505,6.2,16.2,0.384,2,5.3,0.388,4.2,11,0.382,3.5,6,0.589,1.8,6.1,8,5.2,2,0.5,2,3.4,18.1,NA,100,99
2012-13,29,DEN,NBA,SG,6,6,243,7.7,15.4,0.5,2.8,5.9,0.483,4.9,9.5,0.511,3.7,5.1,0.72,1.8,7.9,9.7,6.5,2.4,0.4,3.5,1.8,21.9,NA,116,108
2013-14,30,GSW,NBA,SF,7,7,248,6.4,12.4,0.516,1.6,3,0.533,4.8,9.4,0.511,4,6.6,0.606,1,5.6,6.6,6.2,1.8,0.4,4.2,3.8,18.4,NA,107,115
2014-15,31,GSW,NBA,SF,21,3,635,6.5,13.8,0.474,2.3,6.6,0.354,4.2,7.2,0.584,2.2,5.2,0.415,1.3,6.3,7.6,6.1,2,0.6,1.1,3.4,17.6,NA,119,101
2015-16,32,GSW,NBA,SF,24,3,767,5,10.6,0.476,1.6,4.2,0.385,3.4,6.4,0.535,2.1,3.7,0.561,2.3,4.5,6.8,5.8,1.9,0.6,1.5,2.4,13.7,NA,122,108
2016-17,33,GSW,NBA,SF,16,0,419,5.3,11.5,0.455,0.9,4.8,0.19,4.3,6.7,0.644,1.7,3,0.577,1,6.4,7.4,5.8,1.6,0.8,1.8,3.3,13.1,NA,109,107
2017-18,34,GSW,NBA,SF,15,12,401,5.2,10.5,0.494,1.7,4.6,0.378,3.5,6,0.583,3,4.2,0.706,1.4,7.1,8.4,5.1,2.6,0.9,1.7,3.6,15.1,NA,122,102
2018-19,35,GSW,NBA,SF,21,15,629,6.4,12.9,0.494,2.2,6.2,0.35,4.2,6.7,0.628,1.1,2.9,0.378,2.1,5,7.1,6.5,1.9,1.8,1.6,3.3,16,NA,120,112
Career,NA,,NBA,,145,81,4724,6.1,13.4,0.457,1.8,5,0.353,4.3,8.4,0.519,2.8,4.8,0.58,1.7,5.9,7.6,6.2,2.1,0.8,2.3,3.1,16.8,NA,111,106
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6 seasons,NA,GSW,NBA,,104,40,3099,5.8,12,0.482,1.8,5.1,0.349,4,6.8,0.582,2.1,4,0.524,1.6,5.6,7.3,5.9,2,0.9,1.7,3.2,15.4,NA,118,107
5 seasons,NA,PHI,NBA,,35,35,1382,6.6,16.4,0.404,1.5,4.5,0.333,5.1,11.9,0.431,4.4,6.8,0.643,1.7,6.1,7.9,6.6,2.5,0.5,3.5,3.2,19.1,NA,99,104
1 season,NA,DEN,NBA,,6,6,243,7.7,15.4,0.5,2.8,5.9,0.483,4.9,9.5,0.511,3.7,5.1,0.72,1.8,7.9,9.7,6.5,2.4,0.4,3.5,1.8,21.9,NA,116,108
