Season,Age,Tm,Lg,Pos,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
2004-05,21,PHI,NBA,SG,82,2686,13.5,0.58,0.26,0.385,3.7,15.9,9.7,14.3,2.6,1.4,17.9,12.8,NA,2.7,4,6.6,0.118,NA,-0.7,2.1,1.4,2.3
2005-06,22,PHI,NBA,SF,82,3086,14.8,0.598,0.23,0.507,4.4,13.8,9.1,12.9,2.3,0.5,15.4,14.7,NA,4.9,2.6,7.5,0.116,NA,0.2,0.4,0.6,2
2006-07,23,PHI,NBA,SG,76,3062,18.1,0.562,0.156,0.556,3,14,8.5,23.8,2.6,0.8,17.5,22.6,NA,4.1,3.6,7.7,0.12,NA,1.3,1.1,2.4,3.4
2007-08,24,PHI,NBA,SF,82,3242,19,0.543,0.24,0.396,3.1,13.4,8.2,20.3,2.8,1.2,12.5,23.8,NA,5.3,4.4,9.6,0.143,NA,2.5,1.5,4,4.9
2008-09,25,PHI,NBA,SF,82,3269,18.4,0.56,0.228,0.454,3.3,14,8.6,22.4,2.1,0.9,13.9,22.3,NA,5.6,3.5,9.2,0.134,NA,2.6,0.6,3.2,4.3
2009-10,26,PHI,NBA,SF,82,3193,17.8,0.535,0.271,0.384,3,16.8,9.8,23.7,2.3,1.4,14.3,21.8,NA,4,2.8,6.7,0.101,NA,2,0.4,2.4,3.5
2010-11,27,PHI,NBA,SF,67,2469,17.2,0.53,0.238,0.395,2.8,15.2,9,26.4,2.1,1.2,13.4,19.2,NA,3.3,3.5,6.7,0.13,NA,1.7,1.6,3.2,3.2
2011-12,28,PHI,NBA,SF,62,2209,17.6,0.537,0.305,0.31,2.8,16.4,9.6,23.7,2.6,1,13.8,17.7,NA,3.1,4.2,7.3,0.158,NA,1.5,2.5,4,3.3
2012-13,29,DEN,NBA,SG,80,2779,15.2,0.52,0.327,0.307,3.4,13.5,8.5,22.4,2.5,1.5,17.1,18.8,NA,2.4,3.2,5.6,0.097,NA,1.2,1.4,2.6,3.3
2013-14,30,GSW,NBA,SF,63,2040,13.7,0.57,0.382,0.288,2.9,12.6,7.8,18.2,2.3,0.7,16.2,13.3,NA,2.7,3.1,5.8,0.135,NA,-0.1,2.4,2.3,2.2
2014-15,31,GSW,NBA,SF,77,2069,12.3,0.553,0.427,0.23,2.4,10.8,6.7,14.6,2.1,0.9,13.9,13.3,NA,2.3,2.8,5.1,0.117,NA,-0.4,1.4,0.9,1.5
2015-16,32,GSW,NBA,SF,65,1732,12.2,0.565,0.418,0.226,3.4,12.4,8.2,16.3,2,0.8,16.3,12.1,NA,2.3,2.1,4.4,0.122,NA,-0.2,1.3,1.1,1.4
2016-17,33,GSW,NBA,SF,76,1998,14.3,0.624,0.427,0.246,3,13.1,8.3,16.7,1.8,1.5,11.2,11.2,NA,4.1,2.9,6.9,0.167,NA,0.8,1.7,2.5,2.3
2017-18,34,GSW,NBA,SF,64,1622,11.2,0.536,0.366,0.272,3.7,12.6,8.5,16.2,1.6,1.9,15.8,11.5,NA,1.6,1.6,3.2,0.094,NA,-1.1,0.8,-0.3,0.7
2018-19,35,GSW,NBA,SF,68,1578,13.1,0.587,0.477,0.222,3.4,13.2,8.5,16.8,1.8,2.7,13.6,10.4,NA,2.4,1.8,4.2,0.129,NA,0.1,1.7,1.8,1.5
2019-20,36,MIA,NBA,SG,14,259,11,0.559,0.471,0.157,4.5,17.9,11.5,15.1,1.5,6.1,23.8,12.2,NA,0,0.4,0.4,0.078,NA,-2.5,1.9,-0.7,0.1
Career,NA,,NBA,,1122,37293,15.7,0.555,0.286,0.376,3.2,14,8.7,19.6,2.3,1.2,14.9,17.3,NA,50.5,46.3,96.8,0.125,NA,0.9,1.3,2.3,40
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8 seasons,NA,PHI,NBA,,615,23216,17.1,0.554,0.237,0.428,3.3,14.8,9,20.8,2.4,1,14.6,19.6,NA,32.8,28.4,61.2,0.127,NA,1.4,1.2,2.6,27
6 seasons,NA,GSW,NBA,,413,11039,12.9,0.573,0.415,0.248,3.1,12.4,8,16.5,2,1.4,14.5,12.1,NA,15.2,14.3,29.6,0.129,NA,-0.1,1.6,1.5,9.6
1 season,NA,DEN,NBA,,80,2779,15.2,0.52,0.327,0.307,3.4,13.5,8.5,22.4,2.5,1.5,17.1,18.8,NA,2.4,3.2,5.6,0.097,NA,1.2,1.4,2.6,3.3
1 season,NA,MIA,NBA,,14,259,11,0.559,0.471,0.157,4.5,17.9,11.5,15.1,1.5,6.1,23.8,12.2,NA,0,0.4,0.4,0.078,NA,-2.5,1.9,-0.7,0.1
