Thru 3 Years,Thru 3 Years,Win Shares (Best to Worst),Win Shares (Best to Worst),Win Shares (Best to Worst)
Player,Sim,1,2,3
Bo Ellis,,1.1,0.9,0.5
James Michael McAdoo,95.7,1.1,0.8,0.5
Frank Brickowski,91.5,1.1,1,0.4
Tommie Bowens,87.5,1.2,1.1,0.5
Chris Crawford,87.5,1.3,0.9,0.6
Ray Tolbert,87.4,1.1,0.8,0.7
Jeff Turner,87.2,1.2,0.8,0.6
Steve Green,84.5,1.2,1.1,0.7
Bill Hosket,84.3,1,0.6,0.5
Jarell Martin,83.1,1.3,0.8,0.6
Jeff Lamp,82.8,1,0.7,0.6
