Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1979-80,23,MIL,NBA,C,6,NA,57,11,17,0.647,0,0,NA,11,17,0.647,0.647,5,6,0.833,4,12,16,2,1,0,8,9,27
1980-81,24,MIL,NBA,C,5,NA,25,3,11,0.273,0,0,NA,3,11,0.273,0.273,3,4,0.75,3,3,6,0,1,0,1,2,9
1981-82,25,MIL,NBA,PF,6,NA,44,4,11,0.364,0,0,NA,4,11,0.364,0.364,1,2,0.5,3,8,11,2,0,2,4,7,9
1983-84,27,DAL,NBA,PF,10,NA,300,47,115,0.409,0,0,NA,47,115,0.409,0.409,14,15,0.933,26,46,72,15,4,2,9,30,108
1987-88,31,NYK,NBA,PF,3,0,28,2,5,0.4,0,0,NA,2,5,0.4,0.4,3,4,0.75,2,5,7,3,0,0,0,11,7
Career,NA,,NBA,,30,0,454,67,159,0.421,0,0,NA,67,159,0.421,0.421,26,31,0.839,38,74,112,22,6,4,22,59,160
,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3 seasons,NA,MIL,NBA,,17,NA,126,18,39,0.462,0,0,NA,18,39,0.462,0.462,9,12,0.75,10,23,33,4,2,2,13,18,45
1 season,NA,DAL,NBA,,10,NA,300,47,115,0.409,0,0,NA,47,115,0.409,0.409,14,15,0.933,26,46,72,15,4,2,9,30,108
1 season,NA,NYK,NBA,,3,0,28,2,5,0.4,0,0,NA,2,5,0.4,0.4,3,4,0.75,2,5,7,3,0,0,0,11,7
