,,,,,,,,,,,,,,,,,,,,,2-Pt Field Goals,2-Pt Field Goals,2-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals,3-Pt Field Goals
,,,,,,,,,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,% of FGA by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,FG% by Distance,,Dunks,Dunks,,Corner,Corner,Heaves,Heaves
Season,Age,Tm,Lg,Pos,G,MP,FG%,Dist.,2P,0-3,3-10,10-16,16-3pt,3P,2P,0-3,3-10,10-16,16-3pt,3P,%Ast'd,%FGA,Md.,%Ast'd,%3PA,3P%,Att.,Md.
2012-13,22,GSW,NBA,SF,12,223,.429,14.8,.589,.268,.143,.089,.089,.411,.455,.533,.375,.400,.400,.391,.467,.018,1,1.000,.261,.500,0,0
2013-14,23,GSW,NBA,SF,7,228,.467,16.0,.517,.317,.067,.100,.033,.483,.645,.737,.500,.500,.500,.276,.700,.100,6,1.000,.172,.400,2,0
2014-15,24,GSW,NBA,PF,21,784,.417,12.5,.621,.363,.204,.017,.038,.379,.510,.621,.388,.250,.222,.264,.566,.033,8,1.000,.055,.400,1,0
2015-16,25,GSW,NBA,PF,23,879,.431,12.7,.623,.384,.145,.058,.036,.377,.471,.575,.250,.313,.500,.365,.457,.069,19,.974,.058,.333,2,0
2016-17,26,GSW,NBA,PF,17,593,.447,14.3,.516,.354,.130,.025,.006,.484,.482,.632,.143,.250,.000,.410,.750,.087,12,.969,.128,.500,2,0
2017-18,27,GSW,NBA,PF,21,819,.432,12.9,.589,.354,.135,.057,.042,.411,.549,.735,.231,.364,.250,.266,.677,.099,16,.952,.165,.231,0,0
2018-19,28,GSW,NBA,PF,22,851,.498,10.5,.751,.415,.201,.096,.039,.249,.587,.758,.391,.364,.333,.228,.693,.061,13,.923,.193,.091,2,0
Career,,,NBA,,123,4377,.445,12.7,.620,.368,.160,.056,.036,.380,.525,.660,.314,.353,.341,.315,.615,.067,75,.972,.121,.321,9,0
