Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS
1956-57,22,SYR,NBA,C,5,NA,73,4.4,12.3,0.36,4.9,7.4,0.667,9.4,1,2,13.8
1957-58,23,SYR,NBA,PF,3,NA,39,3.7,14.8,0.25,3.7,5.5,0.667,12.9,0,6.5,11.1
1958-59,24,SYR,NBA,PF,9,NA,203,4.1,12.1,0.338,5,6,0.824,10.6,1.6,5.9,13.1
1959-60,25,SYR,NBA,PF,1,NA,19,3.8,15.2,0.25,5.7,5.7,1,11.4,0,5.7,13.3
Career,NA,,NBA,,18,NA,334,4.1,12.6,0.325,4.9,6.3,0.776,10.7,1.2,5.1,13
